runnable_processes,blocked_processes,swap_used,free_memory,buffer_memory,page_cache,swap_in,swap_out,blocks_in,blocks_out,interrupts,context_switches,user_cpu,system_cpu,idle_cpu,io_wait,steal_time,guest_time,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7
1,0,348988,2275940,198448,349140,0,0,0,6,726,306,24,2,74,0,0,0,"0,5523529957","0,1534673846","0,2926576277","0,7004682352","-0,134590298","-0,672397202","0,2921036247"
1,0,348988,1512520,198448,349140,0,0,0,2,688,235,24,1,75,0,0,0,"-0,333511424","-0,090166467","-0,0199109","-0,20450419","-0,30919595","0,2628281068","-0,216830521"
1,0,348988,748796,198448,349140,0,0,0,0,672,239,24,1,75,0,0,0,"-0,379924769","-0,102384688","0,088120069","-0,700085031","-0,825623881","1,0383231366","-0,39389284"
1,0,348988,2455468,198456,349144,0,0,0,8,731,296,24,1,74,0,0,0,"0,0000543286","0,111565718","-0,149177043","0,4327683207","0,3281695451","-0,715319521","-0,115805503"
1,0,348988,1695684,198456,349144,0,0,0,2,475,249,24,1,75,0,0,0,"-0,623442762","-0,272694305","-0,164094259","-0,26979843","-0,093118603","0,050039576","0,1272792068"
1,0,348988,936524,198456,349144,0,0,0,0,428,249,24,1,75,0,0,0,"-0,719476078","-0,319179364","-0,07476139","-0,795172841","-0,589735916","0,8157106278","0,0000528668"
1,0,348988,2646940,198464,349136,0,0,0,12,457,281,25,1,74,0,0,0,"-0,372234741","0,4649846376","-0,507297543","0,5275108746","0,543087114","-0,979779612","-0,086844696"
1,0,348988,1886412,198464,349148,0,0,0,2,426,247,24,1,75,0,0,0,"-0,691076766","-0,319930095","-0,221120765","-0,1962192","0,0610504459","-0,151239236","0,2499750381"
1,0,348988,1124556,198464,349148,0,0,0,0,425,245,24,1,75,0,0,0,"-0,722159906","-0,325406855","-0,106135579","-0,683091348","-0,457644333","0,6231101557","0,0571173821"
1,0,348988,2760312,198472,349140,0,0,0,6,458,284,24,1,74,0,0,0,"-0,40364486","-0,155832266","-0,352750441","0,3603738979","0,6702572355","-1,065992339","0,3727388514"
1,0,348988,2073604,198472,349148,0,0,0,2,436,256,24,1,75,0,0,0,"-0,660316858","-0,297723121","-0,242788611","-0,059124292","0,1790875738","-0,338302792","0,2760601477"
1,0,348988,1314320,198472,349148,0,0,0,0,425,223,24,2,75,0,0,0,"-0,185023458","-0,3186117","0,278048506","-0,208574726","-0,65248809","0,2839971006","0,5816340498"
1,0,348988,2943080,198480,349140,0,0,0,6,611,242,24,1,75,0,0,0,"-0,388153343","-0,149722179","-0,278121462","0,6410925646","0,6992668002","-1,201496082","0,2574336137"
1,0,348476,2264172,198480,349156,858,0,862,2,1093,772,26,1,71,2,0,0,"3,7749657129","3,4230906656","0,6489195056","2,9069045882","-2,151259806","0,507449658","2,7153856662"
1,0,348476,1501356,198480,349156,0,0,0,0,682,259,24,1,75,0,0,0,"-0,327216615","-0,044828596","0,0250327464","-0,207823684","-0,31573155","0,2710623907","-0,232284361"
1,0,348476,744284,198488,349148,0,0,0,10,683,251,24,1,75,0,0,0,"-0,356089823","-0,07448834","0,1537111538","-0,684775962","-0,830123093","1,0397537083","-0,431631341"
2,0,348476,2447172,198488,349156,0,0,0,2,700,278,25,1,75,0,0,0,"-0,028580796","0,9555420513","-0,205720789","2,001049342","3,950063637","2,6675161302","0,032404753"
1,0,348476,1684272,198488,349156,0,0,0,0,672,234,23,2,75,0,0,0,"0,1550097349","-0,687280804","0,5821524238","0,0126679797","-0,457630275","-0,034661562","0,7365697701"
1,0,348476,916304,198496,349156,0,0,0,10,696,256,24,1,75,0,0,0,"-0,32593981","-0,054477739","0,135436008","-0,558731164","-0,721537792","0,8676379948","-0,410180384"
1,0,348476,2615080,198496,349156,0,0,0,2,727,287,24,1,75,0,0,0,"-0,191405337","0,0375586326","-0,11496227","0,5694148858","0,4079292104","-0,849416131","-0,035255783"
1,0,348476,1865200,198496,349156,0,0,0,0,463,237,24,1,75,0,0,0,"-0,660017191","-0,276303736","-0,157044567","-0,201828819","0,0470678058","-0,134313481","0,2006090026"
1,0,348476,1104360,198504,349156,0,0,0,8,423,243,24,1,75,0,0,0,"-0,734458379","-0,324174812","-0,050312646","-0,706146461","-0,458590859","0,6355569028","0,0487347787"
1,0,348476,2735572,198504,349156,0,0,0,2,436,266,24,2,75,0,0,0,"-0,081090253","-0,230144944","0,1182038008","0,7335795673","0,3004245088","-1,158189113","0,892687028"
1,0,348476,2060116,198504,349156,0,0,0,0,418,233,24,1,75,0,0,0,"-0,723867314","-0,322235428","-0,212914772","-0,123994077","0,2033703615","-0,339730593","0,3204165198"
1,0,348476,1298044,198512,349148,0,0,0,8,431,258,24,1,75,0,0,0,"-0,699703723","-0,296397853","-0,07310076","-0,560484969","-0,33863983","0,4429553094","0,0739183222"
1,0,348476,2926940,198512,349156,0,0,0,2,452,284,24,1,75,0,0,0,"-0,586776374","-0,22361893","-0,316638427","0,5108708171","0,7503812629","-1,205480773","0,4480259823"
1,0,348476,2238608,198512,349156,0,0,0,0,413,230,24,1,75,0,0,0,"-0,728681876","-0,329197818","-0,243788263","-0,018726431","0,3292903899","-0,522674298","0,376990149"
1,0,348476,1473744,198520,349160,0,0,0,6,432,239,24,1,75,0,0,0,"-0,714682414","-0,314386332","-0,10538295","-0,470092867","-0,208011423","0,2600795073","0,137453083"
1,0,348476,710376,198520,349160,0,0,0,4,620,256,24,1,75,0,0,0,"-0,44832066","-0,117464971","0,1185229949","-0,764298151","-0,826430693","1,0663669668","-0,347479735"
1,0,348476,2415228,198520,349160,0,0,0,0,699,309,24,1,75,0,0,0,"-0,21689333","0,041078007","-0,097271414","0,4385383356","0,271854099","-0,645267011","-0,064276363"
1,0,348476,1658060,198532,349188,0,0,16,18,724,299,24,1,75,0,0,0,"-0,202546902","0,0190140962","0,055882031","-0,01435024","-0,252786559","0,1259304015","-0,299488036"
1,0,348476,893180,198532,349188,0,0,0,2,674,236,24,1,75,0,0,0,"-0,386887113","-0,086287095","0,1147465272","-0,62175234","-0,714997411","0,8833449984","-0,357997934"
1,0,348476,2601896,198532,349188,0,0,0,0,695,266,23,2,75,0,0,0,"0,2539660609","-0,617763839","0,4597426751","0,6480457798","0,14006029","-0,958025088","0,913421022"
1,0,348476,1838016,198540,349188,0,0,0,18,691,261,24,2,75,0,0,0,"0,2616447367","-0,025005953","0,4189290882","0,4101293653","-0,430525718","-0,210755311","0,2809430095"
1,0,348476,1067976,198540,349188,0,0,0,2,684,251,24,1,75,0,0,0,"-0,349887178","-0,056704143","0,0961076483","-0,486234463","-0,608857709","0,7102160094","-0,34062197"
1,0,348476,2745252,198540,349188,0,0,0,0,708,292,24,1,75,0,0,0,"-0,212161905","0,0315554524","-0,145831604","0,6379221515","0,50277445","-0,983599392","0,0244653428"
1,0,348476,2029572,198548,349188,0,0,0,8,487,251,24,1,75,0,0,0,"-0,601961249","-0,245664177","-0,155498161","-0,053330745","0,1389416598","-0,295141411","0,1900099195"
1,0,348476,1275876,198548,349188,0,0,0,2,421,232,24,1,75,0,0,0,"-0,748746028","-0,327414564","-0,085868843","-0,616296887","-0,333800349","0,4580540548","0,1126693842"
1,0,348476,2898644,198548,349188,0,0,0,0,452,291,24,1,75,0,0,0,"-0,58266415","-0,210523442","-0,312135811","0,4986073827","0,7270526218","-1,175368929","0,4369711187"
1,0,348476,2213100,198556,349188,0,0,0,8,424,254,24,1,75,0,0,0,"-0,684746617","-0,29999663","-0,218329966","0,0080581639","0,2918295123","-0,489924051","0,3265790272"
1,0,348476,1453336,198556,349188,0,0,0,2,422,240,24,1,75,0,0,0,"-0,732595485","-0,315030824","-0,111218541","-0,494678634","-0,217658509","0,2794214049","0,1502033641"
1,0,348476,683116,198556,349188,0,0,0,0,420,232,24,1,75,0,0,0,"-0,77209978","-0,328970975","0,0034047539","-0,994027244","-0,738175183","1,060815021","-0,037886263"
1,0,348476,2400528,198564,349188,0,0,0,6,443,273,24,1,75,0,0,0,"-0,630720975","-0,253692881","-0,235577331","0,1621511841","0,4003602621","-0,673814805","0,332269134"
1,0,348476,1644884,198564,349188,0,0,0,2,475,248,24,1,75,0,0,0,"-0,639916642","-0,253361926","-0,109814773","-0,316334174","-0,116057744","0,0936676953","0,11592801"
1,0,348476,882628,198564,349188,0,0,0,0,671,245,24,1,75,0,0,0,"-0,384048633","-0,073733588","0,1146906281","-0,62336476","-0,726008574","0,8955160332","-0,362028976"
1,0,348476,2587096,198572,349188,0,0,0,92,726,331,24,1,75,0,0,0,"-0,102501058","-0,04766589","0,0066683544","0,6814026906","0,3532821074","-0,809701368","-0,158285419"
1,0,348476,1823032,198572,349188,0,0,0,2,676,235,24,1,75,0,0,0,"-0,354621113","-0,077896001","-0,027823868","-0,032312277","-0,080396205","-0,062573939","-0,117411135"
1,0,348476,1053064,198572,349188,0,0,0,0,676,227,24,2,75,0,0,0,"0,1641763329","-0,057366782","0,5053948497","-0,152301801","-0,938667025","0,5776404049","0,1465510995"
1,0,348476,2741780,198580,349180,0,0,0,10,720,294,24,1,75,0,0,0,"-0,189135407","0,0309955027","-0,125499558","0,6585912776","0,4921649324","-0,977840444","-0,003410933"
1,0,348476,2002792,198580,349188,0,0,0,2,683,240,24,1,75,0,0,0,"-0,332951647","-0,063551141","-0,050743411","0,0931453046","0,0362426294","-0,243376893","-0,085243021"
1,0,348476,1234832,198580,349188,0,0,0,4,677,234,24,1,75,0,0,0,"-0,373966507","-0,08506801","0,0664548959","-0,402625111","-0,482470329","0,5356919434","-0,272278817"
1,0,348476,2861352,198588,349188,0,0,0,6,700,270,24,1,75,0,0,0,"-0,243329883","-0,010331176","-0,164117611","0,6870906135","0,5972774254","-1,107672228","0,0823503891"
1,0,348476,2176060,198588,349188,0,0,0,2,484,237,24,1,75,0,0,0,"-0,621636674","-0,254062525","-0,188778157","0,0167275369","0,2487532729","-0,447903636","0,2515300105"
1,0,348476,1412180,198588,349188,0,0,0,0,418,240,24,1,75,0,0,0,"-0,742282832","-0,314822484","-0,10873493","-0,525970565","-0,243972835","0,3205970111","0,1479081161"
1,0,348476,649200,198596,349192,0,0,0,8,427,253,24,1,75,0,0,0,"-0,737376467","-0,307631557","0,0269403861","-0,979294065","-0,777853686","1,1009748597","-0,082040245"
1,0,348476,2361228,198596,349212,0,0,0,2,443,276,24,1,75,0,0,0,"-0,632254945","-0,242681873","-0,232686207","0,1368764313","0,372039009","-0,63340717","0,3236641725"
1,0,348476,1594352,198596,349212,0,0,0,0,416,230,23,2,75,0,0,0,"-0,231786701","-0,930932638","0,4560225064","-0,283028934","-0,398598199","0,0199982048","1,0912389914"
1,0,348476,832240,198604,349212,0,0,0,8,427,238,25,1,75,0,0,0,"-0,711408654","0,3113639255","-0,181796686","-0,641799844","-0,695498493","0,8829308641","-0,449418615"
3,0,347964,2533816,198604,349524,10,0,190,2,575,487,25,1,73,1,0,0,"0,8221408406","1,6417515397","-0,168773972","3,1628689564","7,8101426857","5,8907686567","0,6201450813"
1,0,347708,1673436,198812,370004,882,0,7776,12,2452,3564,31,4,57,8,0,0,"17,044124976","12,804096065","2,8429597001","5,6408566475","-4,585396287","0,4279978563","-1,019822226"
1,0,347708,912400,198812,370004,0,0,0,2,670,346,24,2,75,0,0,0,"0,1942349045","0,2259874326","0,8873740651","-0,225380243","-1,023934574","0,6878625218","0,0147598113"
1,0,347708,2626248,198820,370392,0,0,184,276,910,730,25,2,74,0,0,0,"1,4490855749","1,2330684924","0,9704984623","1,8672399121","-0,20897467","-1,005744164","-0,882471864"
1,0,347708,1875052,198820,370392,0,0,0,0,920,651,25,1,73,0,0,0,"0,7459909675","1,6330598484","0,2896217738","0,6522416776","-0,272266825","-0,154541822","-1,300059887"
1,0,346940,1149936,198820,365156,108,0,594,0,1047,973,25,2,73,0,0,0,"2,2433575237","2,2651113699","1,1042415994","1,1588060243","-1,591769798","0,651405156","-0,799179441"
1,0,346940,2790452,198828,365156,2,0,2,110,886,615,24,1,74,0,0,0,"0,5469269823","0,664724202","0,4570993236","1,1008257946","0,3773911697","-1,025909835","-0,61946154"
1,0,346940,2097532,198828,365156,2,0,2,0,668,258,24,1,75,0,0,0,"-0,416235801","0,0950832046","0,2715154564","0,0546042786","0,1731139605","-0,394024881","-0,039319717"
1,0,346940,1348532,198828,365156,0,0,0,60,679,243,24,1,75,0,0,0,"-0,416282415","-0,014501161","0,4608027016","-0,373042568","-0,337074761","0,3648467334","-0,299732827"
1,0,346940,588696,198836,365156,0,0,0,10,673,233,24,1,75,0,0,0,"-0,488296586","0,0411819483","0,5139872981","-0,916369215","-0,842085057","1,133614596","-0,435176466"
1,0,346940,2232124,198836,365156,0,0,0,0,599,245,24,2,74,0,0,0,"0,1915466884","0,1335385861","0,5999710599","0,3676735201","0,021135355","-0,725633412","0,5311472881"
1,0,346940,1491568,198836,365156,0,0,0,0,385,225,24,1,75,0,0,0,"-0,892168063","-0,219307178","0,2000668259","-0,627669553","-0,085648749","0,1732835258","0,2334171428"
1,0,346940,744996,198844,365156,0,0,0,10,410,240,24,1,75,0,0,0,"-0,860042049","-0,197551482","0,3448077586","-1,051926732","-0,617137476","0,9396833325","-0,019075107"
1,0,346940,2458976,198844,365156,0,0,0,0,405,243,25,1,74,0,0,0,"-0,605513066","0,5528007365","-0,138928762","0,1908020867","0,5530960815","-0,871024646","-0,01008009"
1,0,346940,1707028,198844,365156,0,0,0,0,398,218,24,1,75,0,0,0,"-0,873827061","-0,21396427","0,1727348953","-0,486639942","0,0594492716","-0,045652505","0,2771289863"
1,0,346940,949268,198852,365148,0,0,0,8,388,214,24,1,75,0,0,0,"-0,915382112","-0,245912892","0,2937419816","-0,97183383","-0,452357149","0,7230534995","0,0916626891"
1,0,346940,2666540,198852,365156,0,0,0,0,410,249,25,1,75,0,0,0,"-0,752232087","0,4787634755","-0,14168804","0,4012474617","0,6404051536","-1,041669549","0,0519368834"
1,0,346940,1902636,198852,365160,0,0,0,0,463,241,24,1,75,0,0,0,"-0,746799422","-0,122243832","0,1829987706","-0,279045973","0,1496887326","-0,230568484","0,2127698198"
1,0,346940,1143936,198860,365160,0,0,0,16,624,210,24,1,75,0,0,0,"-0,564292916","-0,038561722","0,404026409","-0,628353911","-0,427695046","0,5569948485","-0,203431116"
1,0,346940,2795224,198860,365160,0,0,0,0,662,239,25,1,74,0,0,0,"-0,223211012","0,7938102829","-0,048434968","0,6357934916","0,6655514139","-1,178368254","-0,29165097"
1,0,346940,2089200,198860,365160,0,0,0,0,666,228,24,1,75,0,0,0,"-0,458287857","0,0551713327","0,2647959477","0,0121393574","0,1901709366","-0,395093731","-0,021285901"
1,0,346940,1325328,198868,365160,0,0,0,26,660,232,24,1,75,0,0,0,"-0,476170134","0,0086267287","0,4120823208","-0,448102063","-0,334273067","0,3825245274","-0,237252173"
1,0,346940,563536,198868,365160,0,0,0,0,641,215,24,1,75,0,0,0,"-0,562470101","0,0052431889","0,4855743586","-0,989575174","-0,833248542","1,1504784007","-0,369193835"
1,0,346940,2276108,198868,365160,0,0,0,0,664,245,24,2,74,0,0,0,"0,2867132006","0,1964711607","0,6300802641","0,4555432453","0,0207081613","-0,761462697","0,4490723489"
1,0,346940,1522784,198876,365160,0,0,0,8,655,215,24,1,75,0,0,0,"-0,505057802","0,012714045","0,35415917","-0,362276335","-0,185342244","0,176806839","-0,147155016"
1,0,346940,765080,198876,365160,0,0,0,0,655,210,24,1,75,0,0,0,"-0,540925541","0,0139240294","0,4613279134","-0,854341691","-0,699265893","0,9462783256","-0,332377768"
1,0,346940,2483420,198876,365160,0,0,0,0,617,269,24,1,74,0,0,0,"-0,303877627","0,1509717158","0,1588031208","0,1912593715","0,5074092298","-0,83238232","0,0944967559"
1,0,346940,1736184,198884,365152,0,0,0,10,400,230,24,1,75,0,0,0,"-0,853191289","-0,211305846","0,1843265946","-0,44409738","0,0700782181","-0,072270152","0,2630929335"
1,0,346940,982836,198884,365152,0,0,0,0,383,214,24,1,75,0,0,0,"-0,927013219","-0,236677162","0,2769411679","-0,962393667","-0,426455639","0,6879404645","0,1154921474"
1,0,346940,2696428,198884,365160,0,0,0,0,407,243,24,1,75,0,0,0,"-0,800375663","-0,166195758","0,0296497618","0,1740437851","0,7166398698","-1,045440875","0,4992380032"
1,0,346940,1948020,198892,365160,0,0,0,8,396,215,25,1,75,0,0,0,"-0,833056334","0,40718544","-0,033655013","-0,0938826","0,1741605235","-0,320177185","-0,089247854"
1,0,346940,1186148,198892,365160,0,0,0,0,399,247,24,1,75,0,0,0,"-0,860269674","-0,178800059","0,2606291221","-0,784554639","-0,313881868","0,4905938956","0,1151006949"
1,0,346940,2824924,198892,365160,0,0,0,0,424,270,25,1,74,0,0,0,"-0,537150865","0,6085483298","-0,179092153","0,4684096323","0,778458668","-1,234821313","0,0339523332"
1,0,346940,2132984,198900,365160,0,0,0,8,385,212,24,2,75,0,0,0,"-0,327767524","-0,208843777","0,5266384667","0,1499584464","0,0215565449","-0,623264201","0,8614622544"
1,0,346940,1365016,198900,365160,0,0,0,0,491,206,24,2,75,0,0,0,"-0,21009654","-0,108676937","0,6942122509","-0,25217918","-0,548071154","0,1711234391","0,5206482291"
1,0,346940,605492,198900,365160,0,0,0,0,659,232,24,1,75,0,0,0,"-0,517193877","0,0448190457","0,4929169085","-0,928435887","-0,822942709","1,1139592583","-0,399136995"
1,0,346940,2311620,198908,365160,0,0,0,8,692,290,25,1,74,0,0,0,"-0,137414454","0,8714041875","0,0633763009","0,4185922762","0,2907169343","-0,670977191","-0,513230502"
1,0,346940,1547732,198908,365160,0,0,0,0,647,217,24,1,75,0,0,0,"-0,519138566","0,0215186091","0,3373436533","-0,358943223","-0,165090297","0,150496943","-0,123041029"
1,0,346940,781088,198908,365160,0,0,0,0,657,216,24,1,75,0,0,0,"-0,532171772","0,0245104512","0,4617705654","-0,835817025","-0,692968272","0,9315062134","-0,335776156"
1,0,346940,2495292,198916,365152,0,0,0,8,685,246,25,1,74,0,0,0,"-0,190522046","0,8115626576","0,0229374655","0,4825173865","0,4445069851","-0,868504599","-0,414899967"
1,0,346940,1731412,198916,365160,0,0,0,2,660,216,24,1,75,0,0,0,"-0,494210016","0,0309578279","0,3184427339","-0,22988518","-0,045361983","-0,034743279","-0,094827719"
1,0,346940,973600,198916,365160,0,0,0,0,658,223,24,1,75,0,0,0,"-0,516611597","0,035753353","0,4338995582","-0,70572022","-0,565970972","0,7373415493","-0,293417521"
1,0,346940,2695716,198924,365160,0,0,0,10,615,270,25,1,74,0,0,0,"-0,258622966","0,7737305302","-0,040054281","0,5719242563","0,5999889503","-1,076781059","-0,284748411"
1,0,346940,1942968,198924,365160,0,0,0,0,384,210,24,1,75,0,0,0,"-0,89852108","-0,232713086","0,1286634168","-0,357881795","0,2310360022","-0,28959892","0,3681414182"
1,0,346940,1183680,198924,365160,0,0,0,0,380,199,24,1,75,0,0,0,"-0,942887424","-0,255348434","0,2423160838","-0,853416924","-0,279596373","0,4797781146","0,1867843014"
1,0,346940,2815552,198932,365160,0,0,0,8,446,280,25,1,74,0,0,0,"-0,491857213","0,6305452837","-0,153095128","0,500992969","0,7548515243","-1,219968874","-0,015533098"
1,0,346940,2125912,198932,365160,0,0,0,0,391,219,24,1,75,0,0,0,"-0,872295211","-0,213372896","0,1059855275","-0,226232884","0,347564951","-0,472757269","0,3974770682"
1,0,346940,1366136,198932,365160,0,0,0,0,397,237,24,1,75,0,0,0,"-0,869820636","-0,190493279","0,2306160586","-0,682599053","-0,184616845","0,3049074484","0,1749485177"
1,0,346940,604280,198940,365152,0,0,0,8,396,212,24,1,75,0,0,0,"-0,921698979","-0,240067875","0,3534038473","-1,18403788","-0,691406551","1,0743897879","-0,005431175"
1,0,346940,2309608,198940,365164,0,0,0,0,409,241,25,1,74,0,0,0,"-0,611267189","0,5564976563","-0,111639849","0,0987376038","0,4495021081","-0,719262694","-0,050346637"
1,0,346940,1545432,198940,365164,0,0,0,0,508,219,24,1,75,0,0,0,"-0,721664307","-0,106350246","0,2614698901","-0,485842296","-0,103475957","0,1339068408","0,0771015025"
1,0,346940,780404,198948,365156,0,0,0,8,653,229,24,1,75,0,0,0,"-0,521250254","0,0256808478","0,4724484423","-0,818494629","-0,700281734","0,9345878301","-0,348015769"
1,0,346940,2493784,198948,365156,0,0,0,0,676,253,24,1,74,0,0,0,"-0,238151339","0,1894684222","0,1886350453","0,236033162","0,4955652732","-0,838474087","0,0280779865"
1,0,346940,1733140,198948,365168,0,0,0,0,648,205,24,1,75,0,0,0,"-0,526363351","0,0102561562","0,3078937759","-0,252921555","-0,032350482","-0,040746491","-0,064308316"
1,0,346940,972356,198956,365160,0,0,0,8,662,222,24,1,75,0,0,0,"-0,509585162","0,0271011881","0,446592208","-0,696031979","-0,569374757","0,7390010269","-0,304604251"
1,0,346940,2687076,198956,365168,0,0,0,0,679,249,24,1,74,0,0,0,"-0,231904499","0,1889952588","0,1598865988","0,3569264423","0,628485443","-1,035611145","0,077802112"
1,0,346940,1926292,198956,365168,0,0,0,0,659,225,24,1,75,0,0,0,"-0,48170783","0,0471271789","0,2878812015","-0,09964992","0,0830093803","-0,231304598","-0,048190068"
1,0,346940,1168532,198964,365168,0,0,0,12,661,229,24,1,75,0,0,0,"-0,494810746","0,0302248258","0,4219264483","-0,561751145","-0,439378101","0,540901097","-0,261898735"
1,0,346940,2802928,198964,365168,0,0,0,0,609,250,24,1,74,0,0,0,"-0,329492431","0,125093202","0,1032996514","0,3669746247","0,7395301933","-1,162964797","0,2087812949"
1,0,346940,2117384,198964,365168,0,0,0,0,390,208,24,1,75,0,0,0,"-0,887699479","-0,226886634","0,1055433558","-0,243774529","0,34822863","-0,466759313","0,4076135584"
1,0,346940,1361704,198972,365160,0,0,0,10,396,217,24,1,75,0,0,0,"-0,890316733","-0,230669227","0,2399166983","-0,697496708","-0,177248168","0,3049638188","0,1858186204"
1,0,346940,599912,198972,365168,0,0,0,2,398,252,24,1,75,0,0,0,"-0,87896517","-0,177816069","0,3562972017","-1,148572901","-0,71772441","1,0876873502","-0,03996251"
1,0,346940,2315704,198980,365160,0,0,0,14,445,298,24,1,74,0,0,0,"-0,526369621","0,0048082769","0,1135104277","-0,028682886","0,4536701962","-0,679211655","0,2644626666"
1,0,346940,1555928,198980,365168,0,0,0,2,379,205,24,1,75,0,0,0,"-0,926238351","-0,24743331","0,1888003324","-0,610216666","-0,028923917","0,1021739297","0,2791471342"
1,0,346940,789284,198980,365168,0,0,0,0,391,215,24,1,75,0,0,0,"-0,925138675","-0,22572451","0,3139724767","-1,075633834","-0,563787655","0,8858464121","0,0552000753"
1,0,346940,2498472,198988,365168,0,0,0,10,501,269,24,2,74,0,0,0,"0,0825708581","0,0621628074","0,5239790608","0,4818184722","0,232500183","-1,005095058","0,7158022465"
1,0,346940,1734592,198988,365172,0,0,0,4,627,224,24,1,75,0,0,0,"-0,535620771","0,0091584531","0,305201591","-0,247384439","-0,033252014","-0,040974348","-0,053299923"
1,0,346940,972832,198988,365172,0,0,0,0,666,250,24,1,75,0,0,0,"-0,478103474","0,0794831664","0,4451946351","-0,670046721","-0,586239761","0,7449636446","-0,328047713"
1,0,346940,2685824,198996,365172,0,0,0,12,662,248,24,1,74,0,0,0,"-0,253562316","0,1542044396","0,1657284842","0,3510218035","0,6343906494","-1,036777007","0,0935829391"
1,0,346940,1916848,198996,365172,0,0,0,2,648,210,24,1,75,0,0,0,"-0,515530372","0,0162863786","0,2837978924","-0,129184332","0,089669441","-0,226615029","-0,02166492"
1,0,346940,1154992,198996,365172,0,0,0,0,643,213,24,2,75,0,0,0,"0,0084632957","0,0458186398","0,8149983636","-0,237152566","-0,767019863","0,4070838466","0,2415973667"
1,0,346940,2780608,199004,365172,0,0,0,12,693,257,24,2,74,0,0,0,"0,3600750366","0,2282223245","0,5876190297","0,8263238348","0,3425345182","-1,268130223","0,520076247"
1,0,346940,2095064,199004,365172,0,0,0,2,658,227,25,1,75,0,0,0,"-0,439473746","0,684390472","0,0870061175","0,2479506444","0,1457407091","-0,431253397","-0,434088755"
1,0,338928,1332496,199168,376136,3008,0,7020,210,2062,2447,25,4,64,7,0,0,"16,701044809","8,6021697604","6,8475711347","8,193674998","-9,297424762","3,5976267688","13,925833476"
1,0,338928,568376,199168,376136,0,0,0,66,703,246,24,2,75,0,0,0,"-0,033113599","0,364758161","1,8520971635","-0,722089134","-1,003681539","0,8797198596","-0,109429576"
1,0,338928,2285656,199168,376136,0,0,0,4,504,285,24,1,75,0,0,0,"-0,808252047","0,3017092782","0,9901816935","-0,213186187","0,583910499","-0,746252399","0,1892652417"
1,0,338928,1525116,199180,376140,0,0,0,52,427,253,24,1,75,0,0,0,"-0,958840336","0,1088012504","1,1172636617","-0,753617262","0,1127720033","0,0106400828","0,0909508872"
1,0,338928,764332,199180,376140,0,0,0,148,455,283,24,1,75,0,0,0,"-0,861994251","0,0163220003","1,3713227842","-1,088152977","-0,448139861","0,7971184995","-0,258956764"
1,0,338928,2482888,199180,376140,0,0,0,2,442,274,24,2,75,0,0,0,"-0,350499435","0,2668938103","1,338472076","0,2186847493","0,4169031943","-1,099192363","0,7974994179"
1,0,338928,1728212,199188,376132,0,0,0,6,414,238,24,1,75,0,0,0,"-1,011244431","0,1518695183","1,020788081","-0,695622857","0,2713053601","-0,202073234","0,216853763"
1,0,338928,974864,199188,376140,0,0,0,0,421,253,24,2,75,0,0,0,"-0,45813263","0,214069965","1,5548733524","-0,77841454","-0,591523896","0,4271802798","0,4574416039"
1,0,338928,2686344,199188,376140,0,0,0,2,453,280,24,2,74,0,0,0,"-0,153510594","0,3743504399","1,2888764431","0,2956639348","0,5959865098","-1,341821067","0,808463466"
1,0,338928,1921828,199196,376140,0,0,0,6,452,241,24,2,75,0,0,0,"-0,390643424","0,2257648629","1,4302268599","-0,157655772","0,047173196","-0,534332606","0,6643500782"
1,0,338928,1156948,199196,376140,0,0,0,0,635,229,24,1,75,0,0,0,"-0,721286005","0,3556067483","1,2239427137","-0,868796444","-0,21593329","0,4075080541","-0,238567727"
1,0,338928,2795948,199196,376140,0,0,0,2,700,277,24,1,74,0,0,0,"-0,347574767","0,572721085","0,9914313865","0,2116988916","0,8947214652","-1,278552123","0,0265213174"
1,0,338928,2097872,199204,376140,0,0,0,6,667,235,25,1,75,0,0,0,"-0,595820712","1,0265988","0,9261131179","0,0052217223","0,3566258886","-0,572218986","-0,480005669"
1,0,338928,1337332,199204,376140,0,0,0,0,691,265,24,1,75,0,0,0,"-0,593483657","0,4548528362","1,2339021972","-0,665517937","-0,139351695","0,2397104748","-0,305713492"
1,0,338928,572452,199204,376140,0,0,0,2,690,243,24,1,75,0,0,0,"-0,644864917","0,4181921515","1,3504607589","-1,171450098","-0,649142694","1,0128057986","-0,484567812"
1,0,338928,2280176,199212,376140,0,0,0,6,717,275,24,2,74,0,0,0,"0,2139116518","0,6096437803","1,5032756788","0,2801786343","0,1979727677","-0,893143273","0,3215041752"
1,0,338928,1518636,199212,376140,0,0,0,0,689,232,24,1,75,0,0,0,"-0,627160083","0,4134451992","1,1987412182","-0,58703986","0,0042352939","0,0476965923","-0,225317067"
1,0,338928,754764,199212,376140,0,0,0,2,704,248,24,1,75,0,0,0,"-0,612870866","0,4391760196","1,3310408516","-1,037941563","-0,534013422","0,8303774151","-0,461896063"
1,0,338928,2468700,199220,376140,4,0,4,8,503,303,24,2,74,0,0,0,"-0,052532114","0,4440599772","1,3669050524","0,2424681991","0,4000365275","-1,103295387","0,675868138"
1,0,338928,1712256,199220,376140,0,0,0,42,437,264,24,1,75,0,0,0,"-0,932346958","0,1503575683","1,0847227241","-0,623518761","0,2304905009","-0,176237276","0,1247999977"
