runnable_processes,blocked_processes,swap_used,free_memory,buffer_memory,page_cache,swap_in,swap_out,blocks_in,blocks_out,interrupts,context_switches,user_cpu,system_cpu,idle_cpu,io_wait,steal_time,guest_time,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7,Principale8,Principale9,Principale10,Principale11,Principale12,Principale13,Principale14,Principale15,Principale16
1,0,353340,2378080,194776,322612,0,0,0,2,439,279,24,2,74,0,0,0,"0,4227055309","-0,559221765","-0,687061456","0,6651952439","-0,062262201","-0,689313041","0,6795016606","-1,627621756","0,5121628802","-0,150004617","-0,307003336","0,3610775188","0,0889527972","0,3600482652","0,0129112594","-0,138111172"
1,0,353340,1617308,194784,322612,0,0,0,6,425,235,24,1,75,0,0,0,"-0,394233868","-0,758871922","-0,9719692","-0,180290973","-0,262622332","0,2526605226","0,1049133026","0,2097639942","0,2306183569","-0,217552326","-0,184330154","0,3324863612","0,2123821281","0,3148007538","-0,064768095","0,021534325"
1,0,353340,858776,194784,322612,0,0,0,0,416,231,24,1,75,0,0,0,"-0,441160907","-0,768085257","-0,867104823","-0,678242386","-0,773728716","1,0219908215","-0,070131877","0,1310251224","0,3179559116","-0,261827042","-0,208377035","0,3282248711","0,1767909658","0,3266857179","-0,021343716","-0,030484183"
1,0,353340,2571008,194784,322612,0,0,0,2,448,267,25,1,74,0,0,0,"-0,089793784","0,0394020365","-1,309552219","0,6430749031","0,3578910592","-0,774259973","-0,156006977","0,4714869073","0,6859381136","-0,32278234","-0,362703687","0,1178339408","-0,140525847","0,6661386902","0,1331970703","-0,047393134"
1,0,353340,1810476,194792,322612,0,0,0,6,430,247,24,1,75,0,0,0,"-0,367244013","-0,737623728","-0,99679575","-0,04088002","-0,139892446","0,0594874232","0,1370626589","0,2310791516","0,204638677","-0,204149744","-0,178963861","0,340762283","0,2464159985","0,296959136","-0,082128474","0,0404906002"
1,0,353340,1053548,194792,322612,0,0,0,0,434,271,24,1,75,0,0,0,"-0,363982284","-0,699713414","-0,879792697","-0,496624726","-0,671941806","0,8351724618","-0,082049641","0,158519351","0,2697270166","-0,234613371","-0,191987331","0,3553215033","0,2633902065","0,2722725505","-0,06153465","0,0025641305"
1,0,353340,2757696,194792,322612,0,0,0,2,432,264,24,1,74,0,0,0,"-0,147125249","-0,613920921","-1,169830674","0,5060485379","0,5457855334","-0,938593671","0,347518502","0,3227914107","0,1056197695","-0,252242585","-0,231722812","0,4721788248","0,2666064466","0,2173784347","-0,000326556","-0,201276801"
1,0,353340,2030940,194800,322612,0,0,0,6,568,410,24,1,75,0,0,0,"0,0230216246","-0,402624162","-0,92405192","0,3957712885","-0,146594367","-0,109662632","-0,154870129","0,2937091876","-0,097249616","-0,013763457","0,0372781768","0,4219630402","0,5218534434","0,1056211908","-0,225142152","0,1316121787"
1,0,353340,1287388,194800,322612,0,0,0,0,431,254,24,1,75,0,0,0,"-0,379517353","-0,721814465","-0,92072381","-0,369120979","-0,501136663","0,5931131008","-0,001193647","0,1780829973","0,2493961388","-0,22483233","-0,184580363","0,3415462503","0,24169974","0,2940411215","-0,057148204","0,009296581"
1,0,353340,2945296,194800,322612,0,0,0,2,462,301,24,1,74,0,0,0,"-0,055981763","-0,537976832","-1,175278216","0,6910298984","0,6388093389","-1,117115385","0,3190665794","0,3502600536","0,0276085527","-0,205159931","-0,184349207","0,4911949409","0,3379744856","0,1720253137","-0,038157934","-0,171282882"
1,0,353340,2257456,194800,322612,0,0,0,0,417,233,24,1,75,0,0,0,"-0,389743783","-0,75455886","-1,083013242","0,2097997737","0,1801569746","-0,40023604","0,2903137332","0,267356049","0,1846972647","-0,199666308","-0,19588254","0,3275498678","0,261823928","0,312004866","-0,079965214","0,0635861115"
1,0,353340,1505872,194808,322612,0,0,0,6,429,237,24,1,75,0,0,0,"-0,391065742","-0,752516943","-0,951537644","-0,244806071","-0,341973164","0,3669432691","0,0689591809","0,1997651225","0,2330883146","-0,216451891","-0,175204278","0,3335723407","0,2071972393","0,3130707364","-0,060843779","0,0151398104"
1,0,353340,747872,194808,322612,0,0,0,2,494,237,24,1,75,0,0,0,"-0,324298025","-0,689900642","-0,802442369","-0,668333028","-0,889620616","1,1469190057","-0,218759472","0,1301992311","0,142060572","-0,142878277","-0,024240607","0,3013394062","0,1258805204","0,3460394556","-0,025610726","-0,04059016"
1,0,353340,2459340,194808,322612,0,0,0,0,649,278,24,1,74,0,0,0,"0,1737128203","-0,389566103","-1,002188569","0,5297161459","0,2331764651","-0,602011898","-0,055552809","0,3164068219","-0,394172673","0,0827463014","0,2792281503","0,3851742609","0,1345126092","0,2817252902","-0,001712555","-0,230969534"
1,0,353340,1699564,194816,322604,0,0,0,6,646,248,24,1,75,0,0,0,"-0,05513262","-0,532010987","-0,858742241","0,0888562409","-0,316862332","0,2024267581","-0,205521849","0,2417916003","-0,312924606","0,140009696","0,3408649341","0,2446939901","0,0935468667","0,3770962428","-0,083341653","0,0165062881"
1,0,353340,941316,194816,322612,0,0,0,2,665,242,24,1,75,0,0,0,"-0,062334692","-0,520327497","-0,736211105","-0,383422333","-0,83984994","0,9749341026","-0,421053623","0,1666695985","-0,293276769","0,1407536701","0,3855091815","0,2281111653","0,0306622521","0,4015971116","-0,042034021","-0,038754601"
1,0,353340,2654960,194816,322612,0,0,0,0,666,271,25,1,74,0,0,0,"0,233931332","0,2554364087","-1,202203355","0,8992366772","0,3115975837","-0,828683966","-0,451658111","0,5006943621","0,1447670836","0,0331218104","0,1619020658","0,0214523365","-0,273159412","0,7418038771","0,1247087844","-0,056970232"
1,0,353340,1906688,194824,322604,0,0,0,6,614,234,24,2,75,0,0,0,"0,4447030694","-0,545420519","-0,493591587","0,5532861404","-0,489543956","-0,157014956","0,3626273609","-1,660297245","0,124683277","0,2123565614","0,1988714076","0,1255181476","-0,087045107","0,542006205","-0,068969976","0,1064752302"
1,0,353340,1153064,194824,322612,0,0,0,2,659,239,24,1,75,0,0,0,"-0,067460091","-0,528009213","-0,772805185","-0,258034457","-0,690743338","0,7580231684","-0,354390383","0,1861657488","-0,299282486","0,1410808176","0,3754059609","0,22809957","0,0404391104","0,401657954","-0,047852411","-0,025731086"
1,0,353340,2793252,194824,322612,0,0,0,0,677,275,24,1,75,0,0,0,"0,0546494178","-0,451895062","-1,013244811","0,8319199938","0,4011939154","-0,900001818","0,0143455909","0,3521528304","-0,487547643","0,2332033042","0,4049038688","0,2465872029","0,2063979675","0,3429647214","-0,141908945","0,1010244736"
1,0,353340,2109644,194832,322612,0,0,0,6,692,280,24,1,75,0,0,0,"0,061179601","-0,445308687","-0,890470908","0,4241224908","-0,076457852","-0,201332096","-0,194620948","0,291627731","-0,452586186","0,223975506","0,4325782362","0,2520047354","0,1558685577","0,3431382206","-0,126475175","0,0573885161"
1,0,353340,1353712,194832,322612,0,0,0,2,672,235,24,1,75,0,0,0,"-0,046297333","-0,519037016","-0,79728504","-0,123243088","-0,557479461","0,5548167323","-0,31727061","0,2062817931","-0,351159598","0,1719036111","0,4116490522","0,2186043956","0,0343371214","0,4105045038","-0,052945397","-0,015513313"
1,0,353340,2993328,194832,322612,0,0,0,0,696,280,24,1,74,0,0,0,"0,2621082277","-0,338137311","-1,058047139","0,9130724482","0,5748212776","-1,13830403","0,0137359866","0,3733144754","-0,558106422","0,1815442217","0,3965684996","0,3655465468","0,1374508796","0,2911044981","-0,025612974","-0,197958307"
1,0,353340,2317520,194840,322616,0,0,0,6,693,256,24,1,75,0,0,0,"0,0428013485","-0,472485337","-0,926380602","0,5315517098","0,0787595897","-0,417980785","-0,119909653","0,3078795355","-0,482713101","0,2409085961","0,4544776082","0,2303195527","0,1145878874","0,3770610522","-0,115542258","0,0583150986"
1,0,353340,1565936,194840,322616,0,0,0,2,689,251,24,1,75,0,0,0,"0,0033336169","-0,481312583","-0,817604267","0,0434181413","-0,429580375","0,3447977492","-0,301246177","0,2313078411","-0,40696255","0,204498972","0,4431257527","0,2249689048","0,0700344293","0,3911893048","-0,074640325","0,0058886328"
1,0,353340,819708,194840,322616,0,0,0,0,635,259,24,1,75,0,0,0,"-0,093595839","-0,52438387","-0,732703269","-0,471857242","-0,918679481","1,0981104867","-0,422273188","0,1537160222","-0,202952032","0,0833189482","0,3020234011","0,255849734","0,0848670422","0,3659437327","-0,045854057","-0,035101483"
1,0,353340,2535972,194840,322620,0,0,0,0,441,272,24,1,74,0,0,0,"-0,135884821","-0,592093174","-1,130142105","0,3809392137","0,3853697163","-0,710235259","0,2725532345","0,3025167543","0,1077136377","-0,248635175","-0,213848903","0,4754258573","0,2681653812","0,209545967","0,0071178082","-0,211993935"
1,0,353340,1779536,194848,322620,0,0,0,10,436,245,24,1,75,0,0,0,"-0,362192622","-0,738929304","-0,982888167","-0,052808936","-0,163605085","0,0912602788","0,1201022828","0,2308846589","0,1979358419","-0,196807362","-0,159389465","0,3427213815","0,227891923","0,2976268841","-0,082809236","0,0376156953"
1,0,353340,1024864,194848,322620,0,0,0,0,419,244,24,1,75,0,0,0,"-0,419387304","-0,74565852","-0,887307744","-0,55627933","-0,669613509","0,8561305381","-0,041565584","0,1499018585","0,3022156783","-0,253063434","-0,204607515","0,3405805704","0,2120807341","0,3041591664","-0,03592834","-0,012031773"
1,0,353340,2737508,194848,322620,0,0,0,0,445,282,24,2,74,0,0,0,"0,4430777579","-0,541644956","-0,739671205","0,8999969845","0,1784275192","-1,053701014","0,7650463139","-1,592508933","0,465980469","-0,124563785","-0,28665096","0,3611160155","0,1151648832","0,3526030805","0,0015110805","-0,112412257"
1,0,353340,1976724,194856,322620,0,0,0,10,436,254,24,1,75,0,0,0,"-0,34570978","-0,726113668","-1,011673793","0,0814151676","-0,034090874","-0,107357826","0,1632970802","0,2515903483","0,1827854217","-0,190533789","-0,163850282","0,3506097425","0,2590136568","0,2823001801","-0,097795295","0,0556313101"
1,0,353340,1218964,194856,322620,0,0,0,0,406,228,24,1,75,0,0,0,"-0,449809994","-0,77624642","-0,927449558","-0,462068093","-0,521884241","0,6533298141","0,0425662286","0,1647928185","0,3105012302","-0,261445515","-0,222273466","0,3322998235","0,1971284224","0,3209701684","-0,030422651","-0,006596051"
1,0,353340,2859576,194856,322624,0,0,0,0,442,281,24,1,75,0,0,0,"-0,281461916","-0,665090595","-1,152365012","0,664309838","0,5520479812","-0,998841762","0,367981882","0,3366448627","0,0856760653","-0,145403886","-0,161884047","0,3597420287","0,3843073143","0,2428858537","-0,141509243","0,1279341714"
1,0,353340,2176160,194864,322624,0,0,0,16,418,244,24,2,75,0,0,0,"0,1818216942","-0,730780046","-0,629573638","0,5636212674","-0,221490422","-0,456033177","0,7002088304","-1,645676792","0,5932183199","-0,09927498","-0,27544305","0,2348912914","0,0659228257","0,4434693456","-0,095398523","0,1463196556"
1,0,353340,1414620,194864,322624,0,0,0,0,417,248,24,1,75,0,0,0,"-0,405080454","-0,739336928","-0,947799373","-0,30722874","-0,40480195","0,4602156509","0,0593355174","0,1882981193","0,272366442","-0,240314192","-0,208246834","0,3449494991","0,2447477616","0,2935829944","-0,054466138","0,016336643"
1,0,353340,654844,194864,322624,0,0,0,0,442,279,24,1,75,0,0,0,"-0,360371835","-0,682320042","-0,810201998","-0,732549601","-0,953241131","1,2433857426","-0,202661553","0,1222235613","0,2937145478","-0,24111487","-0,176163255","0,3623923217","0,2512622664","0,2632764394","-0,048630672","-0,019502001"
1,0,353340,2364056,194872,322624,0,0,0,10,457,290,25,1,74,0,0,0,"-0,058031007","0,0656713373","-1,256496286","0,5526687833","0,197515149","-0,557520159","-0,248585305","0,4611964679","0,7019759262","-0,326314142","-0,353155032","0,1462583294","-0,124462653","0,628628908","0,1152748074","-0,048296654"
1,0,353340,1604280,194872,322624,0,0,0,0,425,241,24,1,75,0,0,0,"-0,394944358","-0,738899558","-0,973907846","-0,187119171","-0,275007814","0,26683061","0,1036023837","0,2063471926","0,2327371248","-0,217275507","-0,181941934","0,3350947211","0,2348585693","0,3050657749","-0,056565816","0,0246168597"
1,0,353340,854712,194872,322624,0,0,0,0,426,252,24,1,75,0,0,0,"-0,407208696","-0,729383963","-0,854933339","-0,648934237","-0,793892074","1,0318723542","-0,102613873","0,1355154795","0,3049712107","-0,251236515","-0,193043702","0,345749683","0,2145862707","0,2952031693","-0,034478766","-0,019347294"
1,0,353340,2576760,194880,322624,0,0,0,8,448,289,24,2,74,0,0,0,"0,4523473199","-0,542642565","-0,701421227","0,8161183117","0,0620204614","-0,888149284","0,7063522736","-1,601832281","0,4843479499","-0,13165774","-0,283754458","0,3758108366","0,1036880931","0,3388153527","-0,00775145","-0,118950355"
1,0,353340,1824924,194880,322624,0,0,0,0,423,241,24,1,75,0,0,0,"-0,390577848","-0,739006647","-1,009105018","-0,049292505","-0,123396067","0,0420876554","0,1640264525","0,2276088672","0,217132489","-0,210872421","-0,184527968","0,3359003796","0,2489869179","0,3021276112","-0,065263211","0,039519578"
1,0,353340,1073684,194880,322624,0,0,0,0,423,228,24,1,75,0,0,0,"-0,431039341","-0,760290188","-0,894843852","-0,538146517","-0,629246032","0,8033909874","-0,019215715","0,1524488107","0,2836038215","-0,240284953","-0,180681723","0,3258215039","0,1766805791","0,3274655511","-0,023879076","-0,017360785"
1,0,353340,2773740,194880,322624,0,0,0,2,527,275,24,1,74,0,0,0,"0,0007047865","-0,507111332","-1,11531424","0,6157922058","0,5055710388","-0,939590152","0,2060460505","0,3358936602","-0,121100982","-0,100742433","-0,004535615","0,4422676991","0,225315525","0,2328261202","-0,008672721","-0,201024883"
1,0,353340,2021248,194888,322624,0,0,0,6,623,247,23,2,75,0,0,0,"0,4367131953","-1,153616043","-0,324309209","0,4107521345","-0,372125948","-0,241182815","0,7979615231","-1,810601283","-0,502097349","0,3160424727","0,3820097628","0,4851315979","0,3331277544","0,07710352","-0,210653527","-0,045028736"
1,0,353340,1263488,194888,322624,0,0,0,0,650,243,24,1,75,0,0,0,"-0,07619687","-0,525334827","-0,79503989","-0,193605096","-0,61370118","0,6450813982","-0,312878138","0,1957643409","-0,285165182","0,1311326498","0,3565144748","0,2360193267","0,0647454347","0,3894955832","-0,049721488","-0,014911918"
1,0,353340,2899964,194888,322624,0,0,0,2,672,274,24,1,74,0,0,0,"0,2156511558","-0,370051278","-1,054219616","0,8280034795","0,5249255821","-1,048127585","0,0295150381","0,3622636989","-0,488448046","0,1394767282","0,3465145904","0,3756645828","0,1308650549","0,2879469904","-0,016795015","-0,204780029"
1,0,353340,2220564,194896,322624,0,0,0,12,677,238,24,1,75,0,0,0,"-0,003369974","-0,518093677","-0,915018479","0,4427896153","0,0290794206","-0,325595679","-0,109205023","0,2975703986","-0,43315808","0,2131750721","0,4321116291","0,2303325568","0,0684871093","0,392539567","-0,102979501","0,0443084373"
1,0,353340,1465092,194896,322624,0,0,0,0,665,229,24,1,75,0,0,0,"-0,06319177","-0,526898306","-0,820395248","-0,066812288","-0,475000304","0,4389712259","-0,269263905","0,2144749225","-0,345523245","0,1678301782","0,404811478","0,2167854046","0,0354004846","0,4139132422","-0,046909902","-0,010160921"
1,0,353340,701452,194896,322624,0,0,0,2,676,241,24,1,75,0,0,0,"-0,059189946","-0,509923318","-0,691093944","-0,525422102","-1,00894622","1,2199780513","-0,496317842","0,1445994118","-0,294447438","0,1483811514","0,4168296003","0,2258874915","0,0058941956","0,405398377","-0,028218468","-0,055258492"
1,0,353340,2413316,194904,322624,0,0,0,6,693,287,24,2,74,0,0,0,"0,8006683452","-0,310495217","-0,541911238","0,9342502706","-0,162353355","-0,688476753","0,3125344381","-1,595044395","-0,102061445","0,2586565351","0,3077188128","0,2620319023","-0,074945957","0,4360187821","-0,002339494","-0,150443758"
1,0,353340,1651776,194904,322624,0,0,0,0,699,313,24,2,75,0,0,0,"0,64138","-0,35616073","-0,397304074","0,5477072573","-0,748310684","0,131115892","0,1081307361","-1,666502629","-0,033573462","0,3205241097","0,3505202236","0,1542286424","0,0231997623","0,4588169513","-0,111945039","0,1257470996"
1,0,353340,892000,194904,322624,0,0,0,2,666,236,24,1,75,0,0,0,"-0,073121739","-0,524020097","-0,726990334","-0,41921302","-0,87132268","1,0236358379","-0,427526288","0,1613046207","-0,28934245","0,1418353615","0,3983945455","0,2259645084","0,0127947757","0,4070757381","-0,031450392","-0,044394558"
1,0,353340,2599188,194912,322616,0,0,0,6,702,269,24,1,74,0,0,0,"0,2445656501","-0,355433779","-0,986523737","0,6640684589","0,3076462057","-0,73908124","-0,09046059","0,3375811128","-0,530897502","0,1746085113","0,4216376189","0,3632013792","0,0739281377","0,3057270906","-0,005957003","-0,229463592"
1,0,353340,1851692,194912,322616,0,0,0,0,676,253,24,1,75,0,0,0,"-0,007715237","-0,483496985","-0,86963595","0,2131290474","-0,22984809","0,052513014","-0,206349186","0,2572232897","-0,399951238","0,1962668169","0,4179566608","0,232808325","0,1027632532","0,3785035356","-0,081644909","0,0276894711"
1,0,353340,1098124,194912,322624,0,0,0,2,681,250,24,1,75,0,0,0,"-0,028837032","-0,490737346","-0,747895082","-0,260321997","-0,745530812","0,8191118241","-0,408354563","0,1851997949","-0,340360483","0,1714521563","0,4264647769","0,2314446559","0,0451066569","0,3899623578","-0,051225351","-0,024309943"
1,0,353340,2770244,194920,322624,0,0,0,6,705,296,24,1,74,0,0,0,"0,2845129763","-0,31753422","-1,006166405","0,8032816902","0,407651008","-0,906743956","-0,074874136","0,3591004689","-0,544659906","0,1799101548","0,4111703923","0,385744867","0,1409686201","0,2651796681","-0,034374079","-0,203762194"
1,0,353340,2070916,194920,322624,0,0,0,0,673,239,24,1,75,0,0,0,"-0,020447126","-0,501924599","-0,907642255","0,3344856328","-0,070719982","-0,174034015","-0,132033105","0,2758818308","-0,417861604","0,2046269849","0,4230795859","0,2217838153","0,0868325287","0,3960484383","-0,079080317","0,035060871"
1,0,353340,1313140,194920,322624,0,0,0,2,626,246,24,1,75,0,0,0,"-0,106614372","-0,545991522","-0,812452027","-0,178965669","-0,570847716","0,5918621989","-0,268812831","0,2000280116","-0,226917904","0,0929560223","0,2992388213","0,2527779321","0,0865084056","0,3728741148","-0,05500547","-0,007656534"
1,0,353340,2949820,194920,322624,0,0,0,0,438,272,25,1,74,0,0,0,"-0,092725823","0,0467340277","-1,37223492","0,8780856775","0,6175650649","-1,160333073","-0,042364448","0,5074946495","0,6806200365","-0,322840984","-0,377410571","0,1293729841","-0,098674632","0,6463881989","0,1226077004","-0,017360506"
1,0,353340,2268372,194928,322624,0,0,0,8,425,241,24,1,75,0,0,0,"-0,370315762","-0,744995745","-1,066215949","0,2410126818","0,1773191325","-0,408680509","0,2705456765","0,2757351939","0,1791013557","-0,191377653","-0,173313593","0,3443238289","0,257841285","0,292607364","-0,093111197","0,0696082543"
1,0,353340,1512692,194928,322624,0,0,0,2,420,240,24,1,75,0,0,0,"-0,407960164","-0,746675639","-0,959016146","-0,248323733","-0,335411608","0,3589658319","0,0876913882","0,198174883","0,2574112624","-0,229840251","-0,189888022","0,3408908515","0,2262492073","0,3015421786","-0,052316544","0,0190674813"
1,0,353340,753168,194928,322624,0,0,0,0,422,229,24,1,75,0,0,0,"-0,44457946","-0,760489346","-0,844379553","-0,74036018","-0,848765321","1,1293712973","-0,10068059","0,1215753644","0,3187867049","-0,256118141","-0,182631627","0,3296102961","0,1602160323","0,3258234851","-0,009351017","-0,037521006"
1,0,353340,2487596,194936,322624,0,0,0,8,584,489,24,1,74,0,0,0,"0,312634551","-0,196526976","-0,991357176","0,7167566618","0,1601320523","-0,593382082","-0,150590549","0,3537011902","-0,151661498","-0,079004243","-0,020564195","0,6142779514","0,6267396312","-0,066364598","-0,175929017","-0,108919303"
1,0,353340,1754996,194936,322624,0,0,0,2,533,373,24,1,75,0,0,0,"-0,086842439","-0,472478127","-0,909098145","0,1478306217","-0,298433113","0,1575079462","-0,134839057","0,2553842557","0,0042723477","-0,071124114","-0,011914961","0,4069063723","0,4543381634","0,1449939346","-0,171530324","0,0975477396"
1,0,353340,995456,194936,322624,0,0,0,0,407,238,24,1,75,0,0,0,"-0,448469805","-0,761555561","-0,888516743","-0,591395443","-0,68146586","0,8827970206","-0,024001188","0,1451867133","0,3361406442","-0,272128768","-0,222841444","0,3442209415","0,2042613654","0,3044369257","-0,025776855","-0,015300556"
1,0,353340,2709732,194944,322624,0,0,0,6,442,291,25,1,74,0,0,0,"-0,072060008","0,063907531","-1,321521623","0,755536494","0,4399163479","-0,911298209","-0,132552126","0,4913945022","0,7062028849","-0,334122179","-0,381860507","0,1519351928","-0,08531671","0,617262275","0,1095507152","-0,022961831"
1,0,353340,1950960,194944,322624,0,0,0,2,385,207,24,1,75,0,0,0,"-0,48134435","-0,817267173","-1,052267437","-0,03754489","-0,000990605","-0,099034316","0,2829370124","0,2317651355","0,2909614682","-0,258710705","-0,245775452","0,3274369226","0,2032476465","0,332824231","-0,04231797","0,0334532106"
1,0,353340,1191184,194944,322624,0,0,0,0,379,201,24,1,75,0,0,0,"-0,524113215","-0,832433119","-0,941124099","-0,531875482","-0,513655214","0,6716226169","0,1015357578","0,1552023221","0,3737140268","-0,299234078","-0,261382984","0,3242015923","0,153652981","0,3466603539","-0,003117899","-0,019822631"
1,0,353340,2833228,194952,322616,0,0,0,6,420,264,25,1,74,0,0,0,"-0,13028977","0,010604698","-1,357836355","0,7853504055","0,5498502502","-1,04593864","-0,043635492","0,4966739879","0,7393924409","-0,35727549","-0,413734218","0,1380826619","-0,122362217","0,6474242176","0,127045291","-0,027395527"
1,0,353340,2164572,194952,322624,0,0,0,2,387,219,24,1,75,0,0,0,"-0,458033579","-0,798717502","-1,081938231","0,1120416891","0,1371016665","-0,313419342","0,3247506887","0,2547708674","0,2704028802","-0,249266305","-0,247474405","0,3370360205","0,2405323322","0,3136782964","-0,060437475","0,0540092838"
1,0,353340,1411224,194952,322624,0,0,0,0,381,206,24,1,75,0,0,0,"-0,508360652","-0,822543502","-0,97308116","-0,385531818","-0,367171763","0,449152921","0,1514232615","0,1776459016","0,3501060601","-0,287689588","-0,257969303","0,3276080936","0,1759641408","0,3378360841","-0,01590249","-0,002597927"
1,0,353340,655544,194960,322624,0,0,0,6,386,209,24,2,75,0,0,0,"0,0341961846","-0,79581876","-0,427528026","-0,472848994","-1,22527277","1,0781071641","0,3949679421","-1,807916517","0,7989773898","-0,204311472","-0,330708345","0,2146734861","-0,060113446","0,4961413757","0,014854786","0,0297738088"
1,0,353340,2360932,194960,322624,0,0,0,2,436,258,24,1,74,0,0,0,"-0,169041573","-0,614330834","-1,103210182","0,2539317889","0,2748226258","-0,536273126","0,2485303564","0,2842826469","0,1385212735","-0,261419572","-0,208273368","0,4724098574","0,2253296302","0,2228525109","0,0279709691","-0,229383711"
1,0,353340,1602916,194960,322624,0,0,0,0,393,217,24,1,75,0,0,0,"-0,47229722","-0,795927157","-0,99396662","-0,241662499","-0,248132199","0,2582308878","0,1739448533","0,1993362045","0,3067590572","-0,262773523","-0,235051713","0,3318275466","0,2029154815","0,3241461462","-0,032598138","0,0151591529"
1,0,353340,845156,194960,322624,0,0,0,0,395,226,24,2,75,0,0,0,"0,0697624153","-0,755432494","-0,45601009","-0,332468611","-1,108932481","0,8901023866","0,4208681955","-1,789248015","0,7599025954","-0,183554859","-0,319633358","0,2190200868","-0,006729273","0,4760755063","0,0018695186","0,0505592027"
1,0,353340,2560080,194968,322624,0,0,0,8,456,258,24,1,74,0,0,0,"-0,130192312","-0,603216339","-1,115648911","0,403994307","0,4008380629","-0,735969307","0,2661786369","0,3091304361","0,0760460295","-0,22273116","-0,158419799","0,4694994805","0,2118763866","0,2251984299","0,0108563414","-0,217470798"
1,0,353340,1800296,194968,322624,0,0,0,0,544,215,24,1,75,0,0,0,"-0,247224728","-0,653949955","-0,940765842","0,0200389615","-0,182378145","0,0779233366","0,0081036557","0,2330367685","-0,082369259","-0,009487348","0,131681855","0,2614864147","0,1063036774","0,3824518907","-0,043023309","0,0151099462"
1,0,353340,1042536,194968,322624,0,0,0,0,616,210,24,1,75,0,0,0,"-0,173732803","-0,597222595","-0,783947859","-0,398383068","-0,73071487","0,8576081637","-0,288646252","0,1656757217","-0,188973328","0,0751495921","0,3028886796","0,2258130248","0,0017470724","0,4233243564","-0,009787844","-0,04371193"
1,0,353340,2756928,194976,322628,0,0,0,8,642,245,24,1,74,0,0,0,"0,1338032554","-0,441790759","-1,044858564","0,686038173","0,4562589109","-0,913321515","0,0594672851","0,3443577838","-0,402662879","0,0899793716","0,3004598606","0,3736029111","0,0671125649","0,3131509086","0,0082600782","-0,226283002"
1,0,353340,1996144,194976,322628,0,0,0,0,630,218,24,1,75,0,0,0,"-0,111710901","-0,567231193","-0,922531838","0,2262092765","-0,090307669","-0,108742375","-0,068373359","0,2610505896","-0,310288048","0,1373352318","0,3384247944","0,2250941619","0,065189878","0,4087327068","-0,055576252","0,0228824857"
1,0,353340,1238384,194976,322628,0,0,0,0,643,262,23,2,75,0,0,0,"0,4486229096","-1,108822866","-0,194022691","-0,055299172","-0,924954222","0,5608563961","0,5594231118","-1,88529561","-0,473090711","0,3127167727","0,4203033732","0,4879707947","0,3166917761","0,067743676","-0,178436006","-0,089861069"
1,0,353340,2873876,194984,322624,0,0,0,16,687,270,25,1,74,0,0,0,"0,2718993465","0,2563394692","-1,20166816","1,0724394775","0,4487078085","-1,048834667","-0,434004361","0,5338596239","0,0929441675","0,0707470093","0,2263237503","0,0338413723","-0,309189145","0,7326986521","0,0999706302","-0,042303094"
1,0,353340,2190384,194984,322632,0,0,0,0,623,205,24,1,75,0,0,0,"-0,130032902","-0,588390836","-0,958752402","0,3291422519","0,0530264083","-0,310200018","0,0043428794","0,2770562325","-0,315679828","0,1378790498","0,3330197015","0,2167768125","0,0527230445","0,4234268651","-0,052656809","0,0294541306"
1,0,353340,1438044,194984,322632,0,0,0,0,643,223,24,1,75,0,0,0,"-0,106828413","-0,552217312","-0,827484716","-0,10964665","-0,480581196","0,4618416888","-0,236572659","0,2090090828","-0,287313642","0,1326977674","0,3625372494","0,2249962503","0,0345984151","0,4104270757","-0,03658787","-0,012467333"
1,0,353340,685452,194992,322632,0,0,0,10,678,257,24,1,75,0,0,0,"-0,039168418","-0,49741843","-0,672747075","-0,508677097","-1,031685722","1,2399478603","-0,522524508","0,151006354","-0,281390182","0,1436931641","0,416612473","0,2512236537","0,0224204477","0,3736136297","-0,047861043","-0,046586418"
1,0,353340,2406548,194992,322632,0,0,0,0,659,262,24,1,74,0,0,0,"0,1606423939","-0,393785158","-0,987022499","0,4904044501","0,2000359454","-0,551025736","-0,064333964","0,3102643763","-0,411289471","0,1008923868","0,3280711206","0,3739055785","0,0870635986","0,300830039","0,0208990415","-0,241911195"
1,0,353340,1650868,194992,322632,0,0,0,0,647,227,24,1,75,0,0,0,"-0,089512606","-0,541728385","-0,857392168","0,0329264822","-0,339386157","0,2467686663","-0,190547286","0,2307789571","-0,31549068","0,1474209172","0,3714321408","0,2266257412","0,0529236875","0,4039024549","-0,048330883","0,0035799335"
1,0,353340,897204,195000,322624,0,0,0,8,638,211,24,1,75,0,0,0,"-0,142801989","-0,587624048","-0,73867276","-0,461287374","-0,842002803","1,0087965146","-0,365422427","0,1586970021","-0,220723916","0,1010099033","0,3559482108","0,226522803","-0,035042642","0,4254657156","-0,015406242","-0,053978541"
1,0,353340,2610672,195000,322632,0,0,0,0,683,275,24,1,75,0,0,0,"0,0493690709","-0,441169042","-0,977384869","0,7234533717","0,2721652689","-0,713991175","-0,037189786","0,3356942951","-0,477359236","0,2350521665","0,4309949468","0,2511932698","0,1893175848","0,3382839411","-0,126979152","0,0902892814"
