runnable_processes,blocked_processes,swap_used,free_memory,buffer_memory,page_cache,swap_in,swap_out,blocks_in,blocks_out,interrupts,context_switches,user_cpu,system_cpu,idle_cpu,io_wait,steal_time,guest_time,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7,Principale8,Principale9,Principale10,Principale11,Principale12,Principale13,Principale14,Principale15,Principale16
2,0,348988,2103184,197948,349092,0,0,0,2,457,242,24,1,75,0,0,0,"-0,440074169","0,0063430988","-0,172618482","1,2945131513","3,8923536709","3,0133554047","0,7453078772","-0,110655283","0,2750282961","-0,081382584","0,0992586155","0,3658431396","0,2332153703","0,2709948909","-0,074011829","0,0147070125"
2,0,348988,1337468,197948,349092,0,0,0,0,640,261,25,1,75,0,0,0,"-0,142167028","0,8370165694","-0,128752566","1,2336783552","3,2222487467","3,793307574","-0,16366638","-0,000207364","0,5049896975","0,0894469593","0,3548362171","-0,050839089","-0,283568154","0,7648178349","0,0691560911","0,125273271"
1,0,348988,576504,197956,349092,0,0,0,6,688,272,24,1,75,0,0,0,"-0,301165704","-0,074387598","0,1254742334","-0,758611102","-0,96611554","1,2247238917","-0,510173253","0,1887773816","-0,274155314","0,1469965339","0,4623823316","0,2952363619","0,0339280016","0,2830376474","-0,008283257","-0,03092441"
1,0,348988,2283944,197956,349092,0,0,0,2,694,266,25,1,74,0,0,0,"-0,03772547","0,665692049","-0,345604531","0,4863031487","0,1989943772","-0,579663613","-0,515870746","0,5155885142","0,1383358929","0,0570580697","0,2761897641","0,0533417151","-0,346684855","0,6781420443","0,1894712491","-0,06881736"
1,0,348988,1520072,197956,349092,2,0,2,0,668,241,24,1,75,0,0,0,"-0,331169357","-0,114172235","-0,042913563","-0,21371811","-0,2986919","0,2577015486","-0,191442506","0,2758458266","-0,330992341","0,1672747407","0,4414748681","0,2679057373","0,0443403671","0,3187313016","-0,012886848","0,0162338958"
1,0,348988,754184,197964,349092,0,0,0,6,692,258,24,1,75,0,0,0,"-0,305074458","-0,086519503","0,0977116727","-0,657068386","-0,838648341","1,041424544","-0,456808776","0,2040834801","-0,305289539","0,164864383","0,4840415366","0,2810382907","0,0107370321","0,3034721494","-0,004176716","-0,026875874"
1,0,348988,2469528,197964,349092,0,0,0,2,710,286,24,1,75,0,0,0,"-0,190273694","-0,016692899","-0,158262473","0,4702113893","0,3094375024","-0,69486079","-0,05947754","0,3748429486","-0,505123233","0,263129255","0,519991928","0,2902468563","0,1672805184","0,2571078908","-0,092037164","0,1005061519"
1,0,348988,1704664,197964,349092,0,0,0,0,687,242,24,1,75,0,0,0,"-0,300316622","-0,095224098","-0,062783219","-0,082650396","-0,177092268","0,070222247","-0,182762583","0,2896747183","-0,393475889","0,2047745967","0,4909489113","0,2611828578","0,0457362269","0,320844447","-0,021750716","0,0278602128"
1,0,348988,946888,197972,349092,0,0,0,8,631,251,24,1,75,0,0,0,"-0,394714181","-0,154479195","0,0351200286","-0,596608649","-0,674935612","0,8354201383","-0,313364421","0,2168172113","-0,174403438","0,0756906046","0,3442804731","0,304562308","0,0446341064","0,2876510644","-0,00736424","-0,012761137"
1,0,348988,2657256,197972,349092,0,0,0,4,446,279,24,1,74,0,0,0,"-0,409398055","-0,188790298","-0,358469714","0,2726751607","0,6127776855","-0,9624455","0,3566535584","0,3661282628","0,1166469002","-0,24430181","-0,160621753","0,5291214937","0,2617714396","0,1145987723","0,0394024321","-0,182857565"
1,0,348988,1892376,197972,349092,0,0,0,0,415,240,24,1,75,0,0,0,"-0,694139165","-0,353447657","-0,243505634","-0,21600832","0,0786418976","-0,158897359","0,2627938781","0,2808630818","0,2551431461","-0,226290593","-0,159924234","0,3827973263","0,238850605","0,2186211559","-0,019924063","0,0612654294"
1,0,348988,1132364,197980,349092,0,0,0,6,435,252,24,1,75,0,0,0,"-0,675162087","-0,333948344","-0,104796718","-0,66023644","-0,457535164","0,6197310647","0,020320547","0,2145958205","0,2875122973","-0,232588662","-0,125852823","0,392269042","0,19578333","0,21093707","-0,00707923","0,0159097026"
1,0,348988,2762436,197980,349092,0,0,0,2,455,294,24,1,74,0,0,0,"-0,377289559","-0,157480104","-0,369247175","0,361361413","0,6720460444","-1,064942018","0,3591523643","0,3786295492","0,0885513824","-0,228269886","-0,148347777","0,5363196495","0,298251286","0,0956222325","0,026054704","-0,168528003"
1,0,348988,2077296,197980,349092,0,0,0,0,428,232,24,1,75,0,0,0,"-0,677967142","-0,349556269","-0,266279296","-0,095344359","0,2034450975","-0,346988424","0,2994877943","0,2987737528","0,2033573007","-0,195114608","-0,120903235","0,3697996661","0,2230610992","0,2335226288","-0,021168348","0,0682908553"
1,0,348988,1311580,197988,349092,0,0,0,6,410,231,24,1,75,0,0,0,"-0,729205638","-0,382206054","-0,150226121","-0,591696721","-0,311541691","0,4293025926","0,122576467","0,2260145013","0,3248742287","-0,259723032","-0,168877286","0,3850463291","0,1772352693","0,2307218868","0,0033766125","0,0186395136"
1,0,348988,2941156,197988,349092,0,0,0,2,437,263,24,1,75,0,0,0,"-0,599767554","-0,299476765","-0,387137016","0,4937734564","0,7714760236","-1,217606808","0,4809079475","0,3900070898","0,1124822369","-0,151689963","-0,114806339","0,3938626705","0,3313719966","0,1825403204","-0,084398638","0,1417466275"
1,0,348988,2253240,197988,349096,0,0,0,0,616,260,23,2,75,0,0,0,"0,152455565","-0,738836769","0,4119261723","0,3581227771","-0,065504923","-0,606472328","0,9306814009","-1,742374838","-0,481884761","0,3081356139","0,4010188423","0,5377495478","0,3737338633","-0,025200993","-0,174306941","-0,005043817"
1,0,348988,1489368,197996,349100,0,0,0,6,690,267,24,1,75,0,0,0,"-0,273959429","-0,071043087","-0,015091148","-0,184128517","-0,3408127","0,2951841315","-0,27033835","0,2769371358","-0,365351649","0,1914017291","0,4805222662","0,2898341629","0,0743065567","0,2819555556","-0,040280101","0,0272921961"
1,0,348988,726004,198000,349108,0,0,2,4,682,253,24,1,75,0,0,0,"-0,328048625","-0,097934497","0,0943848099","-0,691320651","-0,85035674","1,0673475173","-0,441835548","0,1987989689","-0,279555938","0,1484472553","0,4672169638","0,2799006065","0,0087107304","0,307025169","0,0050590092","-0,030383015"
1,0,348988,2433564,198000,349108,0,0,0,0,707,276,25,1,74,0,0,0,"-0,005406075","0,6962230614","-0,360970134","0,6018249615","0,2893525","-0,728053045","-0,502117143","0,5320997368","0,096042468","0,0828162596","0,3046860105","0,0557679734","-0,321745206","0,6661643078","0,1796897858","-0,054160453"
1,0,348988,1672200,198008,349100,0,0,0,12,693,256,24,2,75,0,0,0,"0,2824326476","-0,057081949","0,3811283303","0,3058909353","-0,548791883","-0,03391309","0,2328014231","-1,620035812","-0,004994453","0,3161540348","0,4203446328","0,1638521262","-0,136428221","0,4524646709","-0,036801238","0,1146911355"
1,0,348988,907416,198008,349108,0,0,0,2,693,246,24,2,75,0,0,0,"0,23971802","-0,058946862","0,4861874712","-0,197776677","-1,064444669","0,7415946283","0,0520696363","-1,701849359","0,0554247855","0,2892793677","0,4224526786","0,1461445117","-0,18419496","0,4789748971","0,0171957299","0,058168601"
1,0,348988,2614324,198008,349108,0,0,0,0,701,272,25,1,75,0,0,0,"-0,180254063","0,5991636672","-0,367529577","0,7747558292","0,3691734674","-0,875166103","-0,421949229","0,5494309218","0,0997852099","0,1718693776","0,3475721463","-0,0682983","-0,237540056","0,7176095822","0,0472159325","0,2697788765"
1,0,348988,1845348,198016,349100,0,0,0,8,686,237,24,2,75,0,0,0,"0,2546864132","-0,079572022","0,3422431206","0,3854930481","-0,415995607","-0,215318773","0,3090363678","-1,609439373","-0,013830411","0,318903092","0,4193426303","0,1460880578","-0,155810672","0,4783308417","-0,022407962","0,1164998459"
1,0,348988,1087588,198016,349108,0,0,0,2,636,251,24,1,75,0,0,0,"-0,387554945","-0,137715458","0,010062742","-0,508266265","-0,580784041","0,6926995716","-0,277659712","0,2276400453","-0,20308143","0,0922886778","0,3609174933","0,2976547533","0,0601045444","0,2896892575","-0,002762033","-0,003561877"
1,0,348988,2726272,198016,349108,0,0,0,0,444,272,24,1,74,0,0,0,"-0,42171917","-0,190988094","-0,375187787","0,3037888721","0,664976024","-1,034720855","0,3885472808","0,3692856164","0,1111348221","-0,241113604","-0,156396469","0,52141862","0,2587742808","0,123851321","0,0498615685","-0,181543496"
1,0,348988,2040804,198024,349108,0,0,0,8,434,262,24,1,75,0,0,0,"-0,635003827","-0,317784833","-0,241000418","-0,073775073","0,1573288486","-0,302397366","0,2479884099","0,3057649516","0,2111608098","-0,197908725","-0,125632635","0,4037852956","0,2670880193","0,185347973","-0,05355666","0,0822401094"
1,0,348988,1285124,198024,349108,0,0,0,10,431,245,24,1,75,0,0,0,"-0,683433477","-0,350057675","-0,126063474","-0,570504564","-0,348103511","0,4621665504","0,0698520544","0,2303714093","0,2856841689","-0,232108296","-0,126249077","0,3936196631","0,1840676524","0,2144296074","-0,011601101","0,0232294827"
1,0,348988,2913576,198024,349108,0,0,0,0,435,270,24,1,75,0,0,0,"-0,598504447","-0,288353915","-0,384065033","0,4801898734","0,7495196781","-1,188464804","0,4729392157","0,3872964501","0,1223101249","-0,157145262","-0,122125618","0,4004673077","0,3498050178","0,171140746","-0,084398129","0,1441461469"
1,0,348988,2230840,198032,349104,0,0,0,6,427,237,24,1,75,0,0,0,"-0,667803187","-0,350789257","-0,281271627","0,0121313662","0,3048517128","-0,502254515","0,3323443115","0,3181521135","0,2003136266","-0,19364377","-0,122273184","0,3827302495","0,2317740267","0,2188363734","-0,037943335","0,0820200763"
1,0,348988,1469868,198032,349112,0,0,0,2,423,236,24,1,75,0,0,0,"-0,703175181","-0,354664032","-0,170198277","-0,477797585","-0,212164638","0,2709391947","0,1449109763","0,2413525183","0,2783393767","-0,231505995","-0,136593966","0,3810035522","0,1954777553","0,2272167506","0,000121118","0,0311167324"
1,0,348988,707944,198032,349112,2,0,2,0,510,285,24,1,75,0,0,0,"-0,544802541","-0,211676887","0,005301967","-0,826238145","-0,805891946","1,0713635889","-0,211352434","0,1892081065","0,151685646","-0,135028243","0,0291645685","0,3830850374","0,2009406783","0,1966055558","-0,006931509","-0,000542513"
1,0,348988,2416300,198040,349112,0,0,0,6,712,324,24,1,75,0,0,0,"-0,148291243","0,0285695334","-0,135160301","0,4824067784","0,2493609586","-0,632220167","-0,112493078","0,3789550554","-0,485102758","0,2526437316","0,5023081998","0,3302652748","0,237684804","0,1963271843","-0,122856799","0,1181615605"
1,0,348988,1646568,198040,349112,0,0,0,2,678,240,24,1,75,0,0,0,"-0,320068477","-0,106988987","-0,054800048","-0,127287498","-0,212301093","0,1274118409","-0,182728568","0,2842829933","-0,361660199","0,1874707652","0,4758191898","0,26880829","0,039444363","0,3162853288","-0,017165386","0,0245322185"
1,0,348988,882696,198040,349112,0,0,0,0,680,236,23,2,75,0,0,0,"0,1695956385","-0,715563724","0,6573111317","-0,47476935","-1,018359233","0,7910581494","0,5051133495","-1,873043744","-0,515340709","0,3580591351","0,5660312039","0,4922306854","0,1966366394","0,043383514","-0,098168834","-0,113572622"
1,0,348988,2591900,198048,349112,0,0,0,6,707,284,25,1,74,0,0,0,"0,0099203971","0,69951546","-0,375790024","0,7163809199","0,3918665525","-0,887363175","-0,472317527","0,5525291573","0,090974655","0,0853335871","0,3032954774","0,0706554511","-0,306840786","0,6474667499","0,1601403919","-0,038624594"
1,0,348988,1823924,198048,349112,0,0,0,2,687,255,25,1,75,0,0,0,"-0,247727025","0,5576764841","-0,252382874","0,246295434","-0,155210008","-0,076932078","-0,592094712","0,4697392789","0,2062892607","0,1183957633","0,3231950117","-0,071824773","-0,315564874","0,7408712413","0,0926333086","0,2097751417"
1,0,348988,1062068,198048,349112,0,0,0,0,685,243,24,1,75,0,0,0,"-0,328103071","-0,097191324","0,03819545","-0,48930349","-0,616464288","0,7235423139","-0,345493874","0,22757555","-0,323851831","0,1732836122","0,4868604255","0,2676033475","0,0107723765","0,3199077912","0,007588083","-0,013231383"
1,0,348988,2717728,198056,349112,0,0,0,6,716,306,24,1,74,0,0,0,"0,0148280919","0,100511617","-0,208103668","0,5899439658","0,5122772362","-0,980801499","-0,043755496","0,4046174595","-0,536149105","0,1871399177","0,4758744222","0,4358435283","0,1344017839","0,1716419432","0,0084262254","-0,185143349"
1,0,348988,2014408,198056,349112,0,0,0,2,683,239,24,1,75,0,0,0,"-0,301829257","-0,100433569","-0,108964292","0,1091294204","0,0371284426","-0,246334537","-0,093105659","0,320388486","-0,40833639","0,2118825506","0,4924767621","0,2655897027","0,0550495527","0,3159018376","-0,030983081","0,0481965579"
1,0,348988,1264824,198056,349112,0,0,0,0,625,248,24,1,75,0,0,0,"-0,403612644","-0,146068098","-0,025584389","-0,410902878","-0,452975981","0,5100582623","-0,210113988","0,2422471078","-0,193855264","0,0838286907","0,3410039098","0,2991747422","0,0746241638","0,2876827031","-0,002746317","0,0078428553"
1,0,348988,2914312,198064,349112,0,0,0,8,441,283,24,1,75,0,0,0,"-0,57293595","-0,277671575","-0,367938898","0,5075725908","0,7385521951","-1,185459081","0,4465564815","0,3949977797","0,1205019556","-0,153893771","-0,114566896","0,4191069021","0,3587315341","0,1478998244","-0,104858197","0,1513995111"
1,0,348988,2226468,198064,349112,0,0,0,2,413,237,24,1,75,0,0,0,"-0,691884121","-0,35659932","-0,292354374","-0,006985542","0,3085686542","-0,499944065","0,3558725841","0,3141379712","0,2330790213","-0,214886141","-0,153405131","0,386251309","0,2482110529","0,2142411018","-0,030216679","0,0830578595"
1,0,348988,1466692,198064,349112,0,0,0,0,419,229,24,1,75,0,0,0,"-0,719328256","-0,362900739","-0,174900363","-0,492370766","-0,208530193","0,2719348853","0,1588852292","0,2384155683","0,2857202013","-0,235487403","-0,138699258","0,3758050485","0,1859959785","0,23559735","0,0102471432","0,0277409258"
1,0,348988,704932,198072,349104,0,0,0,6,426,246,24,1,75,0,0,0,"-0,713838769","-0,349536398","-0,042338363","-0,944404002","-0,742739765","1,0516612004","-0,069750606","0,17154245","0,3518710463","-0,26417743","-0,139525325","0,3955188638","0,1626772083","0,2154777204","0,0195529892","-0,01399758"
1,0,348988,2421336,198072,349112,0,0,0,4,746,646,24,1,75,0,0,0,"0,2571045353","0,4654160006","-0,059446675","0,8515229856","0,0529782651","-0,561647602","-0,452530815","0,4363115118","-0,456876331","0,2249443695","0,3536158078","0,5982981055","0,9239748903","-0,268490927","-0,377335704","0,288910392"
1,0,348988,1661320,198072,349112,0,0,0,0,428,252,23,2,75,0,0,0,"-0,15555846","-0,927616582","0,3998081058","-0,196875844","-0,378680763","-0,032467367","1,0592923192","-1,819361373","0,0357263543","-0,019537343","-0,043606595","0,6204898734","0,4496193567","-0,08388338","-0,134633859","-0,032608161"
1,0,348988,894436,198080,349112,0,0,0,6,441,270,24,1,75,0,0,0,"-0,659039494","-0,303890008","-0,058719001","-0,78561834","-0,633993457","0,866234018","-0,064043481","0,1955243085","0,3059047546","-0,237888491","-0,118819025","0,4099341101","0,2159803062","0,1837832456","-0,007561199","0,0103512152"
1,0,348988,2606344,198080,349112,0,0,0,2,510,272,25,1,74,0,0,0,"-0,294426242","0,505761908","-0,493956208","0,5284041726","0,5003198149","-0,932196975","-0,167332676","0,5303170131","0,5663422786","-0,227849545","-0,15921937","0,146508259","-0,190065763","0,5909161728","0,1818436424","-0,028027919"
1,0,348988,1845560,198080,349112,0,0,0,0,657,230,24,1,75,0,0,0,"-0,357764149","-0,13337809","-0,100730769","-0,032648031","-0,060993329","-0,080283546","-0,088614957","0,298830729","-0,33241703","0,1656129405","0,4370790468","0,2686073216","0,0467297762","0,320627664","-0,012154398","0,0344302554"
1,0,348988,1095504,198088,349112,0,0,0,6,691,247,24,1,75,0,0,0,"-0,312412205","-0,094350657","0,04514408","-0,452483405","-0,599731087","0,6912627622","-0,353395093","0,235753728","-0,333560757","0,1810857625","0,5012835353","0,2761226771","0,005598386","0,3107689708","-0,004112512","-0,008708112"
1,0,348988,2733332,198088,349112,0,0,0,2,709,287,24,1,74,0,0,0,"-0,019418842","0,0777917272","-0,22199189","0,5700939096","0,5372214754","-1,002018861","-0,007816246","0,4000051434","-0,529050132","0,183029239","0,4754821054","0,4193004507","0,105505863","0,1975959587","0,030357586","-0,19354323"
1,0,348988,2046752,198088,349112,0,0,0,0,679,241,23,2,75,0,0,0,"0,2119045785","-0,700672813","0,4779854955","0,2664221657","-0,225844786","-0,392210717","0,8056084988","-1,759064925","-0,619082123","0,405987781","0,5721750134","0,4967857751","0,2755030328","0,0238131503","-0,148070353","-0,032973586"
1,0,348988,1284912,198096,349112,0,0,0,6,680,238,24,1,75,0,0,0,"-0,332291945","-0,114374782","0,0081320832","-0,352091983","-0,460136378","0,4950581066","-0,279788822","0,2515719962","-0,327292197","0,1739130761","0,4833288404","0,2731237866","0,0043482916","0,318003647","-0,004069379","0,0000130792"
1,0,348988,2919256,198096,349112,0,0,0,2,699,273,24,1,75,0,0,0,"-0,211052691","-0,035450341","-0,233419612","0,7321715277","0,6281429655","-1,157147971","0,0886470895","0,4157498339","-0,519479217","0,2684396454","0,5160201757","0,2882101096","0,1708309933","0,2623002109","-0,094217122","0,1256924766"
1,0,348988,2237332,198096,349112,0,0,0,0,689,243,24,1,75,0,0,0,"-0,283652167","-0,083711351","-0,141007868","0,2583551254","0,1842408584","-0,471538587","-0,044769648","0,3422868102","-0,442652477","0,231085407","0,5087326906","0,2654540626","0,0758978621","0,3095549904","-0,038915783","0,0650245712"
1,0,348988,1473444,198104,349112,0,0,0,8,701,258,24,1,75,0,0,0,"-0,272154529","-0,071223366","-0,003205428","-0,190679438","-0,352808857","0,3106294849","-0,281138207","0,276535834","-0,387587078","0,2101211386","0,521252929","0,2832873592","0,0409290878","0,2933379844","-0,030982709","0,021737422"
1,0,348988,711652,198112,349112,0,0,0,18,488,250,24,1,75,0,0,0,"-0,614152463","-0,303304764","0,0072054501","-0,867420922","-0,770947407","1,0544343137","-0,171127195","0,1861472585","0,21243857","-0,169347857","0,0090813239","0,3849789522","0,1063183717","0,2246785262","-0,001326936","-0,015552388"
1,0,348988,2434268,198112,349112,0,0,0,0,450,278,24,1,74,0,0,0,"-0,420582394","-0,1764454","-0,323216524","0,1316937195","0,458415698","-0,735813985","0,301008555","0,3429017409","0,1302934079","-0,245651344","-0,141365669","0,5282851268","0,2494932561","0,114907541","0,0610858865","-0,197177688"
1,0,348988,1681676,198112,349112,0,0,0,0,424,232,24,1,75,0,0,0,"-0,70332985","-0,351288309","-0,203881716","-0,34819","-0,066105542","0,0544688083","0,2059795018","0,2604759092","0,2562791938","-0,218764755","-0,123699705","0,377639675","0,2010223087","0,2289408023","0,0009209489","0,0437410814"
1,0,348988,928012,198120,349108,2,0,2,8,478,344,24,2,74,0,0,0,"0,2047632931","-0,056105531","0,3677637538","-0,337358123","-0,964382686","0,6763359669","0,2678043986","-1,695282197","0,6165474419","-0,173981056","-0,212558208","0,4629259678","0,0866538363","0,1952488905","0,0691365828","-0,182894512"
1,0,348988,2636608,198120,349108,0,0,0,0,465,314,25,1,74,0,0,0,"-0,315246965","0,520156159","-0,517526764","0,5485453371","0,5177788656","-0,96009327","-0,129788951","0,5349303318","0,6885037282","-0,309391644","-0,294564413","0,203387532","-0,06214892","0,5103967239","0,1528982546","0,0005166311"
1,0,348988,1876580,198120,349108,0,0,0,0,433,273,24,1,75,0,0,0,"-0,638183293","-0,290207073","-0,221466684","-0,173703513","0,0393713023","-0,133501822","0,2062424162","0,2872649717","0,2304506722","-0,206355393","-0,129679726","0,4096654468","0,2959811936","0,1695754357","-0,03981091","0,0780609852"
1,0,348988,1110692,198128,349100,0,0,0,14,428,239,24,1,75,0,0,0,"-0,702998308","-0,364226331","-0,094758969","-0,685162499","-0,463857355","0,6376701469","0,0335914889","0,2148497423","0,3153120793","-0,244501","-0,122930363","0,3981037291","0,1538595411","0,2161885177","-0,000781451","0,009915195"
1,0,348988,2742660,198128,349112,0,0,0,0,448,271,25,1,74,0,0,0,"-0,384591807","0,4516338708","-0,551139501","0,5551634241","0,6226466987","-1,079856674","-0,038020109","0,5363041643","0,7054938693","-0,321067883","-0,302970047","0,1732836107","-0,138673578","0,5664652832","0,1837352594","-0,014070675"
1,0,348988,2057416,198128,349112,0,0,0,0,628,252,24,1,75,0,0,0,"-0,370473594","-0,130324362","-0,144653082","0,0981317079","0,0842400804","-0,295085397","-0,010370942","0,320465956","-0,271595737","0,1222873416","0,3565197415","0,3026513578","0,1265664459","0,2729300932","-0,035598934","0,0631644841"
1,0,348988,1294032,198136,349104,0,0,0,16,687,261,25,1,75,0,0,0,"-0,256083518","0,5425439397","-0,150399474","-0,068759963","-0,523079223","0,4634808078","-0,745208534","0,4278175088","0,2740224949","0,0882953226","0,3206946642","-0,047685315","-0,360745018","0,7242450257","0,0932569343","0,1792322928"
1,0,348988,2923156,198136,349112,0,0,0,0,683,278,24,2,75,0,0,0,"0,3238496881","-0,007212263","0,1740082587","1,1010058818","0,2982655554","-1,303586517","0,5659945659","-1,502331339","-0,095535529","0,3536519226","0,3997380485","0,1780899504","0,0123758677","0,4062709684","-0,082829198","0,211345001"
1,0,348988,2233264,198136,349112,0,0,0,0,674,246,24,1,75,0,0,0,"-0,304136132","-0,092791781","-0,147283553","0,2454877133","0,1863657943","-0,468931293","-0,025756851","0,3410778793","-0,402714173","0,2059036658","0,4734086103","0,2764626346","0,0919864874","0,2974706451","-0,038993771","0,0680011024"
1,0,348988,1469140,198144,349112,0,0,0,10,672,238,24,1,75,0,0,0,"-0,337665829","-0,125294603","-0,019076613","-0,238717458","-0,331426539","0,3064996216","-0,222580386","0,2712003364","-0,319659309","0,1674891299","0,4687845624","0,282416653","0,0124379868","0,308943788","-0,015154344","0,0135483879"
1,0,348988,703252,198144,349112,0,0,0,0,664,246,24,1,75,0,0,0,"-0,37208415","-0,112396067","0,0849106275","-0,731610259","-0,854422832","1,0860144988","-0,408457417","0,1915382133","-0,233240166","0,1229558008","0,4386209658","0,2841594712","0,0095300054","0,3056463903","0,0247369122","-0,032737398"
1,0,348988,2423820,198144,349112,0,0,0,0,705,293,24,2,74,0,0,0,"0,5225938935","0,1170513474","0,2413212583","0,752869667","-0,013080907","-0,827810113","0,3702090277","-1,547103426","-0,103852013","0,2737147792","0,386206761","0,3058203723","-0,077484235","0,3463840227","0,0542291548","-0,128968477"
1,0,348988,1658184,198152,349116,0,0,0,10,700,270,24,2,75,0,0,0,"0,3004010217","-0,024852437","0,3907914345","0,3174615341","-0,570615242","-0,016081692","0,2117094753","-1,618948099","-0,011368647","0,3240997457","0,4377012255","0,1767021578","-0,109506595","0,4286635333","-0,038530793","0,1221772194"
1,0,348988,898408,198152,349116,0,0,0,0,470,232,24,1,75,0,0,0,"-0,664939339","-0,311684655","-0,055712722","-0,801085999","-0,622984905","0,8574777548","-0,063191274","0,18908459","0,2192964116","-0,178552217","-0,015886094","0,3598093121","0,1232554283","0,2508138048","0,0336585924","-0,011568371"
1,0,348988,2609692,198152,349116,0,0,0,0,422,267,24,2,74,0,0,0,"0,0859325233","-0,181410539","0,0503975836","0,5831551838","0,2602317827","-1,061892625","0,853209776","-1,561239607","0,5635278482","-0,168979359","-0,273777381","0,411276187","0,0704660027","0,2756177864","0,0756277051","-0,107685018"
1,0,348988,1844812,198160,349108,0,0,0,8,417,234,24,1,75,0,0,0,"-0,703698588","-0,365235657","-0,222158065","-0,241397247","0,0461176866","-0,111958229","0,2509188269","0,2808312173","0,2675044296","-0,226575603","-0,137654335","0,3923976259","0,2040771777","0,2152533736","-0,016701359","0,0570099628"
1,0,348988,1086548,198160,349116,0,0,0,0,422,249,24,1,75,0,0,0,"-0,710068705","-0,334388786","-0,108336059","-0,708367669","-0,4819157","0,6631753627","0,0399976943","0,2055499404","0,3254467097","-0,252362032","-0,141667499","0,3965582484","0,2043312387","0,2054797391","0,0139907037","0,0140106077"
1,0,348988,2719732,198160,349116,0,0,0,0,443,306,24,1,75,0,0,0,"-0,559453742","-0,232520532","-0,339761985","0,4037119727","0,5916156202","-0,982627616","0,3815936001","0,3758813972","0,1394898289","-0,16193562","-0,120307621","0,4343150332","0,4101244153","0,1157803808","-0,099556894","0,1514046123"
1,0,348988,2028708,198168,349108,0,0,0,8,425,246,24,2,75,0,0,0,"-0,117274441","-0,308637048","0,1736462645","0,2722668322","-0,175878492","-0,436483977","0,7311948516","-1,615175478","0,6183316568","-0,09732664","-0,202412032","0,2780715236","0,0516883263","0,3570079308","-0,023292638","0,1561713028"
1,0,348988,1270932,198168,349120,0,0,0,0,431,238,24,1,75,0,0,0,"-0,70311181","-0,33799365","-0,133753194","-0,594869926","-0,353894162","0,4744034355","0,0851029264","0,2225099031","0,2824658763","-0,226898619","-0,110104372","0,3827651003","0,1846947369","0,2233646516","0,0152682942","0,0197116813"
1,0,348988,2899860,198168,349124,0,0,0,0,509,287,24,2,74,0,0,0,"0,2447093669","-0,071662504","0,0578996988","0,8677261197","0,4065091426","-1,34064076","0,7844377375","-1,521053019","0,3305173445","-0,020837525","-0,075642313","0,3896110739","0,0713477695","0,2759795555","0,0458909959","-0,084515609"
1,0,348988,2214316,198176,349116,0,0,0,16,667,246,24,1,75,0,0,0,"-0,308634581","-0,12329548","-0,128160058","0,2423644977","0,1745049268","-0,45040218","-0,03350941","0,3480685949","-0,368634748","0,1875263741","0,4585260824","0,2978613773","0,0652088255","0,2843945288","-0,059460778","0,0682969364"
1,0,348988,1450444,198176,349124,0,0,0,0,675,247,24,1,75,0,0,0,"-0,330448218","-0,094466394","-0,023942096","-0,247490436","-0,349842244","0,3275859179","-0,230415429","0,2654827319","-0,32909649","0,173114291","0,4722484126","0,2800079541","0,0473543495","0,3008762317","-0,005838304","0,0168847014"
1,0,348988,688652,198176,349124,0,0,0,0,664,224,24,1,75,0,0,0,"-0,398475957","-0,138661321","0,0839952767","-0,763576976","-0,852076296","1,0958892774","-0,391285177","0,1865219464","-0,238153528","0,128055064","0,4567916273","0,2661105592","-0,039944505","0,3369423872","0,0442893152","-0,045178961"
1,0,348988,2398916,198184,349124,0,0,0,8,693,269,24,1,74,0,0,0,"-0,075567802","0,0319928974","-0,172816164","0,3314499232","0,3249579437","-0,668207886","-0,057747261","0,3667898982","-0,4553143","0,1449574703","0,4543155831","0,4213389971","0,0450306271","0,2130698896","0,0544357154","-0,222896532"
1,0,348988,1638384,198184,349124,0,0,0,0,678,232,24,1,75,0,0,0,"-0,336575579","-0,108717737","-0,054038417","-0,141420359","-0,21432893","0,133490418","-0,172019704","0,2815174622","-0,359098163","0,1900730644","0,4923016158","0,2653615775","0,0232552538","0,3223300577","-0,0013269","0,0211584502"
1,0,348988,869408,198184,349124,0,0,0,0,693,260,24,1,75,0,0,0,"-0,3101433","-0,064953222","0,078869903","-0,584889258","-0,762692513","0,9239698988","-0,419148639","0,2130581648","-0,313415547","0,1734820524","0,5024326352","0,2847102315","0,0295181303","0,2927468501","0,0075682372","-0,01609595"
1,0,348988,2576980,198192,349124,0,0,0,8,721,287,25,1,75,0,0,0,"-0,139621284","0,6304432733","-0,333975455","0,7942758025","0,3233039594","-0,831477987","-0,476610271","0,5557046836","0,0742113608","0,1956724814","0,3977259294","-0,048497314","-0,237970787","0,6900702685","0,032539255","0,2759836889"
1,0,348988,1813100,198192,349124,0,0,0,0,691,239,24,1,75,0,0,0,"-0,304083776","-0,08624476","-0,072467333","-0,011548519","-0,105067469","-0,040908113","-0,15169946","0,3009794741","-0,404687084","0,2169046997","0,5203933973","0,2656271164","0,0397600464","0,315084817","-0,014150397","0,0355596791"
