runnable_processes,blocked_processes,swap_used,free_memory,buffer_memory,page_cache,swap_in,swap_out,blocks_in,blocks_out,interrupts,context_switches,user_cpu,system_cpu,idle_cpu,io_wait,steal_time,guest_time,Cluster
1,0,353084,2254580,195120,322644,0,0,0,0,414,228,24,1,75,0,0,0,5
1,0,353084,1494804,195128,322636,0,0,0,14,431,242,24,1,75,0,0,0,6
1,0,353084,737044,195128,322644,0,0,0,0,413,236,23,2,75,0,0,0,7
1,0,353084,2454108,195128,322644,0,0,0,0,446,281,25,1,74,0,0,0,5
1,0,353084,1694332,195136,322636,0,0,0,14,431,249,24,1,75,0,0,0,6
1,0,353084,932660,195136,322644,0,0,0,0,415,233,24,1,75,0,0,0,6
1,0,353084,2643536,195136,322644,0,0,0,0,448,267,25,1,75,0,0,0,5
1,0,353084,1879688,195144,322636,0,0,0,8,480,261,23,2,75,0,0,0,7
1,0,353084,1121676,195144,322644,0,0,0,0,635,271,24,2,75,0,0,0,7
1,0,353084,2769148,195144,322644,0,0,0,0,692,311,24,1,75,0,0,0,5
1,0,353084,2069600,195152,322636,0,0,0,8,656,237,24,1,75,0,0,0,5
1,0,353084,1310312,195152,322644,0,0,0,0,657,231,24,2,75,0,0,0,7
1,0,353084,2950380,195152,322644,0,0,0,0,712,293,24,1,74,0,0,0,5
1,0,353084,2273040,195152,322644,0,0,0,2,665,246,24,1,75,0,0,0,5
1,0,353084,1521704,195160,322644,0,0,0,6,668,255,24,1,75,0,0,0,6
1,0,353084,768040,195160,322644,0,0,0,0,668,238,24,1,75,0,0,0,6
1,0,353084,2486948,195160,322644,0,0,0,2,696,275,24,2,75,0,0,0,7
1,0,353084,1726976,195168,322636,0,0,0,6,678,244,24,1,75,0,0,0,6
1,0,353084,969640,195168,322644,0,0,0,0,661,242,24,1,75,0,0,0,6
1,0,353084,2682280,195168,322644,0,0,0,2,706,303,25,1,74,0,0,0,5
1,0,353084,1921496,195176,322644,0,0,0,6,660,238,24,1,75,0,0,0,5
1,0,353084,1162980,195176,322644,0,0,0,0,655,236,24,1,75,0,0,0,6
1,0,353084,2798864,195176,322644,0,0,0,2,716,300,25,1,74,0,0,0,5
1,0,353084,2116016,195184,322644,0,0,0,8,477,255,24,1,75,0,0,0,5
1,0,353084,1362536,195184,322644,0,0,0,0,414,253,24,1,75,0,0,0,6
1,0,353084,3001968,195184,322644,0,0,0,2,424,250,24,1,75,0,0,0,5
1,0,353084,2334400,195192,322636,0,0,0,8,444,270,24,1,74,0,0,0,5
1,0,353084,1583028,195192,322644,0,0,0,0,506,352,24,1,75,0,0,0,5
1,0,353084,821236,195192,322644,0,0,0,2,423,245,24,1,75,0,0,0,6
1,0,353084,2539660,195192,322644,0,0,0,0,460,286,24,1,75,0,0,0,5
1,0,353084,1775996,195200,322648,0,0,0,6,415,232,24,1,75,0,0,0,6
2,1,352828,1021192,195200,322904,334,0,462,2,816,660,24,1,74,0,0,0,5
2,0,351804,2739120,195840,324464,2318,0,3262,0,1786,2179,26,3,66,6,0,0,4
1,0,351804,1979612,195848,324468,0,0,0,54,694,582,24,2,74,0,0,0,7
1,0,350012,1227228,196580,331644,1008,0,4496,14,2251,3253,29,3,63,4,0,0,3
1,0,350012,2909108,197160,332384,56,0,524,0,1225,1603,27,1,71,1,0,0,3
1,0,350012,2207228,197160,332392,0,0,0,160,1261,1487,27,2,71,0,0,0,3
1,0,348988,1448920,197192,334684,990,0,2168,94,1875,2734,28,3,67,2,0,0,3
1,0,348988,699276,197192,334692,22,0,22,0,1690,2411,30,2,68,0,0,0,3
1,0,348988,2424512,197192,334692,0,0,0,0,1696,2316,31,2,67,0,0,0,3
1,0,348988,1666020,197200,334696,0,0,0,8,1428,1576,28,1,70,0,0,0,3
1,0,348988,926124,197200,334600,26,0,222,0,1070,979,26,1,73,0,0,0,3
1,0,348988,2584656,197200,334600,0,0,0,0,684,280,24,2,74,0,0,0,7
1,0,348988,1823644,197208,334592,0,0,0,8,670,249,24,1,75,0,0,0,5
1,0,348988,1074016,197208,334600,0,0,0,0,653,229,24,1,75,0,0,0,6
1,0,348988,2740212,197208,334600,0,0,0,0,690,269,24,1,75,0,0,0,5
1,0,348988,1988640,197216,334604,0,0,0,16,634,210,24,2,75,0,0,0,7
1,0,348988,1237284,197216,334604,0,0,0,0,639,219,24,2,75,0,0,0,7
1,0,348988,2881596,197216,334604,0,0,0,0,673,260,24,2,75,0,0,0,7
1,0,348988,2202464,197224,334604,0,0,0,10,662,226,24,1,75,0,0,0,5
1,0,348988,1444736,197224,334604,0,0,0,0,649,214,24,1,75,0,0,0,5
1,0,348988,687040,197224,334604,0,0,0,0,642,203,24,1,75,0,0,0,6
1,0,348988,2409748,197232,334608,0,0,0,100,700,258,24,1,74,0,0,0,5
1,0,348988,1649972,197232,334608,0,0,0,0,651,219,24,1,75,0,0,0,5
1,0,348988,886132,197232,334608,0,0,0,0,664,242,24,1,75,0,0,0,6
1,0,348988,2606700,197240,334608,0,0,0,10,495,254,24,1,74,0,0,0,5
1,0,348988,1865108,197240,334608,0,0,0,0,415,234,24,1,75,0,0,0,5
1,0,348988,1117588,197240,334608,8,0,8,0,435,247,24,1,75,0,0,0,6
1,0,348988,2761064,197248,334684,0,0,38,10,591,470,25,1,74,0,0,0,5
1,0,348988,2079352,197248,334684,0,0,0,0,422,243,24,1,75,0,0,0,5
1,0,348988,1315256,197248,334684,0,0,0,0,412,227,24,1,75,0,0,0,6
1,0,348988,2937384,197248,334684,0,0,0,2,439,273,23,2,75,0,0,0,7
1,0,348988,2255444,197256,334684,0,0,0,6,445,255,25,1,75,0,0,0,5
1,0,348988,1491364,197256,334684,0,0,0,0,426,243,24,1,75,0,0,0,6
1,0,348988,729292,197256,334684,0,0,0,2,424,235,24,1,75,0,0,0,6
1,0,348988,2441156,197264,334684,0,0,0,6,450,282,24,2,74,0,0,0,7
1,0,348988,1677044,197264,334684,0,0,0,0,540,226,23,2,75,0,0,0,7
1,0,348988,917640,197264,334684,0,0,0,2,658,243,24,1,75,0,0,0,6
1,0,348988,2629392,197272,334684,0,0,0,6,704,294,24,2,74,0,0,0,7
1,0,348988,1870068,197272,334684,0,0,0,0,677,270,24,1,75,0,0,0,5
1,0,348988,1105956,197272,334684,0,0,0,2,697,250,24,1,75,0,0,0,6
1,0,348988,2739532,197280,334684,0,0,0,8,506,280,24,1,74,0,0,0,5
1,0,348988,2054444,197304,334660,20,0,20,52,490,342,24,1,74,0,0,0,5
1,0,348988,1300720,197304,334696,0,0,0,22,431,251,24,1,75,0,0,0,6
1,0,348988,2921920,197304,334952,2,0,130,0,455,304,24,1,74,0,0,0,5
1,0,348988,2242028,197312,334952,0,0,0,10,426,247,24,1,75,0,0,0,5
1,0,348988,1477996,197312,334952,0,0,0,6,429,244,24,1,75,0,0,0,6
1,0,348988,713140,197312,334948,0,0,0,0,495,308,24,1,75,0,0,0,6
1,0,348988,2422364,197320,334948,0,0,0,10,654,310,24,2,74,0,0,0,7
1,0,348988,1658492,197320,334948,0,0,0,6,669,249,24,1,75,0,0,0,5
1,0,348988,891848,197320,334948,0,0,0,0,668,232,24,1,75,0,0,0,6
1,0,348988,2599184,197328,334948,0,0,0,6,724,289,25,1,74,0,0,0,5
1,0,348988,1835312,197328,334948,0,0,0,2,683,238,24,2,75,0,0,0,7
1,0,348988,1069424,197328,334948,0,0,0,0,680,247,24,1,75,0,0,0,6
1,0,348988,2736236,197336,334948,0,0,0,6,717,301,24,2,74,0,0,0,7
1,0,348988,2020624,197336,334948,0,0,0,2,683,247,24,1,75,0,0,0,5
1,0,348988,1254656,197336,334948,0,0,0,0,678,232,24,2,75,0,0,0,7
1,0,348988,2895356,197344,334948,0,0,0,188,571,314,25,1,74,0,0,0,5
1,0,348988,2215704,197344,334948,0,0,0,8,424,243,24,1,75,0,0,0,5
1,0,348988,1455928,197344,334948,0,0,0,0,421,238,24,1,75,0,0,0,6
1,0,348988,690040,197352,334940,0,0,0,6,426,236,24,1,75,0,0,0,6
1,0,348988,2405980,197352,334948,0,0,0,2,439,272,24,2,74,0,0,0,7
1,0,348988,1642108,197352,334948,0,0,0,0,421,238,25,1,75,0,0,0,5
1,0,348988,870628,197360,334940,0,0,0,6,428,253,24,1,75,0,0,0,6
1,0,348988,2583988,197360,334948,0,0,0,2,519,280,24,2,74,0,0,0,7
1,0,348988,1820108,197360,334952,0,0,0,0,668,234,24,1,75,0,0,0,5
1,0,348988,1057512,197368,334952,0,0,0,6,672,235,24,1,75,0,0,0,6
1,0,348988,2743956,197368,334952,0,0,0,2,701,276,25,1,74,0,0,0,5
1,0,348988,1999688,197368,334952,0,0,0,0,685,270,24,2,75,0,0,0,7
1,0,348988,1237132,197376,334944,0,0,0,16,714,277,24,1,75,0,0,0,6
1,0,348988,2861904,197376,334952,0,0,0,12,706,272,24,2,74,0,0,0,7
1,0,348988,2182728,197376,334952,0,0,0,0,681,241,24,1,75,0,0,0,5
1,0,348988,1418136,197384,334952,0,0,0,6,700,259,24,1,75,0,0,0,6
1,0,348988,656864,197384,334952,0,0,0,2,511,256,24,1,75,0,0,0,6
1,0,348988,2341600,197880,348976,180,0,6722,0,797,768,25,3,72,0,0,0,7
2,0,348988,1582784,197892,349092,0,0,0,32,417,231,24,1,75,0,0,0,9
1,0,348988,816896,197892,349092,0,0,0,26,429,239,24,1,75,0,0,0,6
1,0,348988,2523856,197892,349092,0,0,0,0,445,278,24,1,74,0,0,0,5
1,0,348988,1768432,197900,349092,0,0,0,6,431,242,24,1,75,0,0,0,5
1,0,348988,1007568,197900,349092,0,0,0,2,430,246,24,1,75,0,0,0,6
1,0,348988,2714892,197900,349092,0,0,0,0,447,289,24,1,74,0,0,0,5
1,0,348988,1949084,197908,349092,0,0,0,6,468,234,24,1,75,0,0,0,5
1,0,348988,1185572,197908,349092,0,0,0,2,652,242,24,1,75,0,0,0,6
1,0,348988,2822012,197908,349092,0,0,0,0,693,280,24,1,75,0,0,0,5
1,0,348988,2135980,197916,349092,0,0,0,160,718,277,25,1,75,0,0,0,5
1,0,348988,1365776,197916,349092,0,0,0,2,673,238,24,1,75,0,0,0,6
1,0,348988,602376,197916,349092,0,0,0,0,675,227,24,1,75,0,0,0,6
1,0,348988,2306792,197924,349092,0,0,0,10,715,305,25,1,74,0,0,0,5
1,0,348988,1540744,197924,349092,0,0,0,6,685,250,23,2,75,0,0,0,7
1,0,348988,777804,197924,349092,0,0,0,0,631,250,24,2,75,0,0,0,7
1,0,348988,2493628,197932,349092,0,0,0,8,436,260,24,2,74,0,0,0,7
1,0,348988,1733844,197932,349092,0,0,0,2,416,231,24,1,75,0,0,0,5
1,0,348988,976084,197932,349092,0,0,0,0,428,237,24,2,75,0,0,0,7
1,0,348988,2682292,197940,349092,0,0,0,6,448,283,24,2,74,0,0,0,7
1,0,348988,1921348,197940,349092,0,0,0,2,420,243,24,2,75,0,0,0,7
1,0,348988,1161368,197940,349092,0,0,0,0,419,242,24,1,75,0,0,0,6
1,0,348988,2792748,197948,349092,0,0,0,6,448,270,24,1,74,0,0,0,5
2,0,348988,2103184,197948,349092,0,0,0,2,457,242,24,1,75,0,0,0,9
2,0,348988,1337468,197948,349092,0,0,0,0,640,261,25,1,75,0,0,0,9
1,0,348988,576504,197956,349092,0,0,0,6,688,272,24,1,75,0,0,0,6
1,0,348988,2283944,197956,349092,0,0,0,2,694,266,25,1,74,0,0,0,5
1,0,348988,1520072,197956,349092,2,0,2,0,668,241,24,1,75,0,0,0,5
1,0,348988,754184,197964,349092,0,0,0,6,692,258,24,1,75,0,0,0,6
1,0,348988,2469528,197964,349092,0,0,0,2,710,286,24,1,75,0,0,0,5
1,0,348988,1704664,197964,349092,0,0,0,0,687,242,24,1,75,0,0,0,5
1,0,348988,946888,197972,349092,0,0,0,8,631,251,24,1,75,0,0,0,6
1,0,348988,2657256,197972,349092,0,0,0,4,446,279,24,1,74,0,0,0,5
1,0,348988,1892376,197972,349092,0,0,0,0,415,240,24,1,75,0,0,0,5
1,0,348988,1132364,197980,349092,0,0,0,6,435,252,24,1,75,0,0,0,6
1,0,348988,2762436,197980,349092,0,0,0,2,455,294,24,1,74,0,0,0,5
1,0,348988,2077296,197980,349092,0,0,0,0,428,232,24,1,75,0,0,0,5
1,0,348988,1311580,197988,349092,0,0,0,6,410,231,24,1,75,0,0,0,6
1,0,348988,2941156,197988,349092,0,0,0,2,437,263,24,1,75,0,0,0,5
1,0,348988,2253240,197988,349096,0,0,0,0,616,260,23,2,75,0,0,0,7
1,0,348988,1489368,197996,349100,0,0,0,6,690,267,24,1,75,0,0,0,5
1,0,348988,726004,198000,349108,0,0,2,4,682,253,24,1,75,0,0,0,6
1,0,348988,2433564,198000,349108,0,0,0,0,707,276,25,1,74,0,0,0,5
1,0,348988,1672200,198008,349100,0,0,0,12,693,256,24,2,75,0,0,0,7
1,0,348988,907416,198008,349108,0,0,0,2,693,246,24,2,75,0,0,0,7
1,0,348988,2614324,198008,349108,0,0,0,0,701,272,25,1,75,0,0,0,5
1,0,348988,1845348,198016,349100,0,0,0,8,686,237,24,2,75,0,0,0,7
1,0,348988,1087588,198016,349108,0,0,0,2,636,251,24,1,75,0,0,0,6
1,0,348988,2726272,198016,349108,0,0,0,0,444,272,24,1,74,0,0,0,5
1,0,348988,2040804,198024,349108,0,0,0,8,434,262,24,1,75,0,0,0,5
1,0,348988,1285124,198024,349108,0,0,0,10,431,245,24,1,75,0,0,0,6
1,0,348988,2913576,198024,349108,0,0,0,0,435,270,24,1,75,0,0,0,5
1,0,348988,2230840,198032,349104,0,0,0,6,427,237,24,1,75,0,0,0,5
1,0,348988,1469868,198032,349112,0,0,0,2,423,236,24,1,75,0,0,0,6
1,0,348988,707944,198032,349112,2,0,2,0,510,285,24,1,75,0,0,0,6
1,0,348988,2416300,198040,349112,0,0,0,6,712,324,24,1,75,0,0,0,5
1,0,348988,1646568,198040,349112,0,0,0,2,678,240,24,1,75,0,0,0,5
1,0,348988,882696,198040,349112,0,0,0,0,680,236,23,2,75,0,0,0,7
1,0,348988,2591900,198048,349112,0,0,0,6,707,284,25,1,74,0,0,0,5
1,0,348988,1823924,198048,349112,0,0,0,2,687,255,25,1,75,0,0,0,5
1,0,348988,1062068,198048,349112,0,0,0,0,685,243,24,1,75,0,0,0,6
1,0,348988,2717728,198056,349112,0,0,0,6,716,306,24,1,74,0,0,0,5
1,0,348988,2014408,198056,349112,0,0,0,2,683,239,24,1,75,0,0,0,5
1,0,348988,1264824,198056,349112,0,0,0,0,625,248,24,1,75,0,0,0,6
1,0,348988,2914312,198064,349112,0,0,0,8,441,283,24,1,75,0,0,0,5
1,0,348988,2226468,198064,349112,0,0,0,2,413,237,24,1,75,0,0,0,5
1,0,348988,1466692,198064,349112,0,0,0,0,419,229,24,1,75,0,0,0,6
1,0,348988,704932,198072,349104,0,0,0,6,426,246,24,1,75,0,0,0,6
1,0,348988,2421336,198072,349112,0,0,0,4,746,646,24,1,75,0,0,0,8
1,0,348988,1661320,198072,349112,0,0,0,0,428,252,23,2,75,0,0,0,7
1,0,348988,894436,198080,349112,0,0,0,6,441,270,24,1,75,0,0,0,6
1,0,348988,2606344,198080,349112,0,0,0,2,510,272,25,1,74,0,0,0,5
1,0,348988,1845560,198080,349112,0,0,0,0,657,230,24,1,75,0,0,0,5
1,0,348988,1095504,198088,349112,0,0,0,6,691,247,24,1,75,0,0,0,6
1,0,348988,2733332,198088,349112,0,0,0,2,709,287,24,1,74,0,0,0,5
1,0,348988,2046752,198088,349112,0,0,0,0,679,241,23,2,75,0,0,0,7
1,0,348988,1284912,198096,349112,0,0,0,6,680,238,24,1,75,0,0,0,6
1,0,348988,2919256,198096,349112,0,0,0,2,699,273,24,1,75,0,0,0,5
1,0,348988,2237332,198096,349112,0,0,0,0,689,243,24,1,75,0,0,0,5
1,0,348988,1473444,198104,349112,0,0,0,8,701,258,24,1,75,0,0,0,5
1,0,348988,711652,198112,349112,0,0,0,18,488,250,24,1,75,0,0,0,6
1,0,348988,2434268,198112,349112,0,0,0,0,450,278,24,1,74,0,0,0,5
1,0,348988,1681676,198112,349112,0,0,0,0,424,232,24,1,75,0,0,0,5
1,0,348988,928012,198120,349108,2,0,2,8,478,344,24,2,74,0,0,0,7
1,0,348988,2636608,198120,349108,0,0,0,0,465,314,25,1,74,0,0,0,5
1,0,348988,1876580,198120,349108,0,0,0,0,433,273,24,1,75,0,0,0,5
1,0,348988,1110692,198128,349100,0,0,0,14,428,239,24,1,75,0,0,0,6
1,0,348988,2742660,198128,349112,0,0,0,0,448,271,25,1,74,0,0,0,5
1,0,348988,2057416,198128,349112,0,0,0,0,628,252,24,1,75,0,0,0,5
1,0,348988,1294032,198136,349104,0,0,0,16,687,261,25,1,75,0,0,0,6
1,0,348988,2923156,198136,349112,0,0,0,0,683,278,24,2,75,0,0,0,7
1,0,348988,2233264,198136,349112,0,0,0,0,674,246,24,1,75,0,0,0,5
1,0,348988,1469140,198144,349112,0,0,0,10,672,238,24,1,75,0,0,0,5
1,0,348988,703252,198144,349112,0,0,0,0,664,246,24,1,75,0,0,0,6
1,0,348988,2423820,198144,349112,0,0,0,0,705,293,24,2,74,0,0,0,7
1,0,348988,1658184,198152,349116,0,0,0,10,700,270,24,2,75,0,0,0,7
1,0,348988,898408,198152,349116,0,0,0,0,470,232,24,1,75,0,0,0,6
1,0,348988,2609692,198152,349116,0,0,0,0,422,267,24,2,74,0,0,0,7
1,0,348988,1844812,198160,349108,0,0,0,8,417,234,24,1,75,0,0,0,5
1,0,348988,1086548,198160,349116,0,0,0,0,422,249,24,1,75,0,0,0,6
1,0,348988,2719732,198160,349116,0,0,0,0,443,306,24,1,75,0,0,0,5
1,0,348988,2028708,198168,349108,0,0,0,8,425,246,24,2,75,0,0,0,7
1,0,348988,1270932,198168,349120,0,0,0,0,431,238,24,1,75,0,0,0,6
1,0,348988,2899860,198168,349124,0,0,0,0,509,287,24,2,74,0,0,0,7
1,0,348988,2214316,198176,349116,0,0,0,16,667,246,24,1,75,0,0,0,5
1,0,348988,1450444,198176,349124,0,0,0,0,675,247,24,1,75,0,0,0,5
1,0,348988,688652,198176,349124,0,0,0,0,664,224,24,1,75,0,0,0,6
1,0,348988,2398916,198184,349124,0,0,0,8,693,269,24,1,74,0,0,0,5
1,0,348988,1638384,198184,349124,0,0,0,0,678,232,24,1,75,0,0,0,5
1,0,348988,869408,198184,349124,0,0,0,0,693,260,24,1,75,0,0,0,6
1,0,348988,2576980,198192,349124,0,0,0,8,721,287,25,1,75,0,0,0,5
1,0,348988,1813100,198192,349124,0,0,0,0,691,239,24,1,75,0,0,0,5
1,0,348988,1067628,198192,349124,0,0,0,0,487,233,24,1,75,0,0,0,6
1,0,348988,2716060,198200,349116,0,0,0,10,436,279,24,1,74,0,0,0,5
1,0,348988,2025004,198200,349124,0,0,0,0,439,274,24,1,75,0,0,0,5
1,0,348988,1267228,198200,349124,0,0,0,0,443,287,24,1,75,0,0,0,6
1,0,348988,2899152,198208,349124,0,0,0,8,445,276,24,1,75,0,0,0,5
1,0,348988,2217460,198208,349124,0,0,0,0,418,239,24,1,75,0,0,0,5
1,0,348988,1453580,198208,349124,0,0,0,0,437,250,24,1,75,0,0,0,6
1,0,348988,706344,198216,349124,0,0,0,8,491,252,23,2,75,0,0,0,7
1,0,348988,2428048,198216,349124,0,0,0,2,678,277,25,1,75,0,0,0,5
1,0,348988,1680560,198216,349124,0,0,0,0,662,240,24,1,75,0,0,0,5
1,0,348988,939028,198224,349116,0,0,0,8,664,233,24,1,75,0,0,0,6
1,0,348988,2656632,198224,349124,0,0,0,0,700,267,24,1,74,0,0,0,5
1,0,348988,1904000,198224,349124,0,0,0,0,670,238,24,1,75,0,0,0,5
1,0,348988,1157788,198232,349116,0,0,0,8,690,262,24,1,75,0,0,0,6
1,0,348988,2800848,198232,349124,0,0,0,0,702,271,24,1,75,0,0,0,5
1,0,348988,2127464,198232,349124,0,0,0,0,663,229,24,1,75,0,0,0,5
1,0,348988,1379476,198240,349124,0,0,0,10,492,244,24,1,75,0,0,0,6
1,0,348988,630980,198240,349124,0,0,0,0,420,247,24,1,74,0,0,0,6
1,0,348988,2359412,198240,349124,0,0,0,0,458,303,24,1,74,0,0,0,5
1,0,348988,1616020,198248,349124,0,0,0,8,426,236,24,2,75,0,0,0,7
1,0,348988,866296,198248,349124,0,0,0,0,420,231,24,2,75,0,0,0,7
1,0,348988,2593928,198248,349124,0,0,0,0,450,282,24,2,75,0,0,0,7
1,0,348988,1850528,198256,349124,0,0,0,8,425,236,24,1,75,0,0,0,5
1,0,348988,1112996,198256,349128,0,0,0,0,420,239,24,1,75,0,0,0,6
1,0,348988,2764184,198256,349128,0,0,0,0,530,286,24,2,74,0,0,0,7
1,0,348988,2081288,198264,349120,0,0,0,16,667,239,24,1,75,0,0,0,5
1,0,348988,1321748,198264,349128,0,0,0,6,672,238,24,2,75,0,0,0,7
1,0,348988,586548,198264,349128,0,0,0,0,670,251,23,2,75,0,0,0,7
1,0,348988,2301708,198272,349120,0,0,0,10,699,269,24,1,75,0,0,0,5
1,0,348988,1537828,198272,349128,0,0,0,0,680,242,24,1,75,0,0,0,5
1,0,348988,783964,198272,349128,0,0,0,0,669,226,24,1,75,0,0,0,6
1,0,348988,2496652,198280,349120,0,0,0,8,715,276,24,1,74,0,0,0,5
1,0,348988,1732016,198280,349128,0,0,0,0,642,283,24,1,75,0,0,0,5
1,0,348988,975328,198280,349128,0,0,0,0,431,267,24,1,75,0,0,0,6
1,0,348988,2684312,198288,349128,0,0,0,10,448,283,24,1,75,0,0,0,5
1,0,348988,1923528,198288,349128,0,0,0,0,418,237,24,2,75,0,0,0,7
1,0,348988,1161672,198288,349128,0,0,0,0,432,253,24,1,75,0,0,0,6
1,0,348988,2791264,198296,349120,0,0,0,8,453,290,25,1,74,0,0,0,5
1,0,348988,2107848,198296,349128,0,0,0,0,437,262,25,1,75,0,0,0,5
1,0,348988,1356264,198296,349128,0,0,0,0,551,238,24,1,75,0,0,0,6
1,0,348988,596740,198304,349120,0,0,0,8,678,241,24,1,75,0,0,0,6
1,0,348988,2310576,198304,349128,0,0,0,0,697,273,24,1,74,0,0,0,5
1,0,348988,1549036,198304,349128,0,0,0,0,666,246,24,1,75,0,0,0,5
1,0,348988,785164,198312,349128,0,0,0,12,690,258,24,1,75,0,0,0,6
1,0,348988,2493988,198312,349132,0,0,0,0,701,267,24,2,74,0,0,0,7
1,0,348988,1732448,198312,349132,0,0,0,0,684,250,24,1,75,0,0,0,5
1,0,348988,971664,198320,349132,0,0,0,8,677,239,24,1,75,0,0,0,6
1,0,348988,2684440,198320,349132,0,0,0,0,711,282,24,2,74,0,0,0,7
1,0,348988,1918804,198320,349132,0,0,0,0,636,269,24,1,75,0,0,0,5
1,0,348988,1162116,198328,349124,0,0,0,10,415,248,24,1,75,0,0,0,6
1,0,348988,2795036,198328,349132,0,0,0,0,449,279,25,1,74,0,0,0,5
1,0,348988,2111388,198328,349132,0,0,0,0,433,255,24,1,75,0,0,0,5
1,0,348988,1358040,198336,349124,0,0,0,8,432,246,24,1,75,0,0,0,6
1,0,348988,598264,198336,349132,0,0,0,0,422,239,24,1,75,0,0,0,6
1,0,348988,2307744,198336,349132,0,0,0,0,455,275,24,1,74,0,0,0,5
1,0,348988,1543872,198344,349132,0,0,0,8,419,237,24,1,75,0,0,0,6
1,0,348988,777228,198344,349132,0,0,0,0,504,243,24,1,75,0,0,0,6
1,0,348988,2489448,198344,349132,0,0,0,0,704,289,24,1,74,0,0,0,5
1,0,348988,1732004,198352,349124,0,0,0,8,676,238,24,1,75,0,0,0,5
1,0,348988,967124,198352,349132,0,0,0,2,684,246,23,2,75,0,0,0,7
1,0,348988,2676756,198352,349132,0,0,0,0,703,267,24,1,75,0,0,0,5
1,0,348988,1915972,198360,349124,0,0,0,8,690,251,24,2,75,0,0,0,7
1,0,348988,1154116,198360,349132,0,0,0,0,698,279,24,1,75,0,0,0,6
1,0,348988,2785052,198368,349132,0,0,0,10,751,333,24,2,74,0,0,0,7
1,0,348988,2109748,198368,349132,0,0,0,2,625,254,24,1,75,0,0,0,5
1,0,348988,1349972,198368,349132,0,0,0,0,413,236,24,1,75,0,0,0,6
1,0,348988,586416,198376,349132,0,0,0,12,441,259,24,1,75,0,0,0,6
1,0,348988,2302060,198376,349132,0,0,0,2,464,293,24,1,74,0,0,0,5
1,0,348988,1538172,198376,349132,0,0,0,0,418,237,23,2,75,0,0,0,7
1,0,348988,775624,198384,349124,0,0,0,6,430,248,24,1,75,0,0,0,6
1,0,348988,2485156,198384,349132,0,0,0,2,451,271,24,1,74,0,0,0,5
1,0,348988,1721276,198384,349132,0,0,0,0,424,236,25,1,75,0,0,0,5
1,0,348988,958412,198392,349136,0,0,0,6,504,253,24,1,75,0,0,0,6
1,0,348988,2665024,198392,349136,0,0,0,4,689,281,25,1,74,0,0,0,5
1,0,348988,1899640,198392,349136,0,0,0,0,670,234,24,1,75,0,0,0,5
1,0,348988,1141124,198400,349128,0,0,0,12,666,242,24,1,75,0,0,0,6
1,0,348988,2769236,198400,349136,0,0,0,2,708,273,24,2,74,0,0,0,7
1,0,348988,2104008,198400,349136,0,0,0,12,661,261,24,1,75,0,0,0,5
1,0,348988,1340136,198408,349136,0,0,0,6,670,260,24,1,75,0,0,0,6
1,0,348988,581620,198408,349136,0,0,0,80,697,248,24,1,75,0,0,0,6
1,0,348988,2288880,198408,349136,0,0,0,0,646,281,24,1,75,0,0,0,5
1,0,348988,1531436,198416,349128,0,0,0,8,430,255,24,1,75,0,0,0,6
1,0,348988,775756,198416,349136,0,0,0,2,433,247,24,1,75,0,0,0,6
1,0,348988,2488704,198416,349136,0,0,0,0,441,271,24,2,75,0,0,0,7
1,0,348988,1724328,198424,349140,0,0,0,8,422,234,24,1,75,0,0,0,5
1,0,348988,965056,198424,349140,0,0,0,2,421,244,24,1,75,0,0,0,6
1,0,348988,2666964,198424,349140,0,0,0,0,453,274,24,1,74,0,0,0,5
1,0,348988,1901844,198432,349132,0,0,0,6,426,248,24,2,75,0,0,0,7
1,0,348988,1138460,198432,349140,0,0,0,2,596,249,24,1,75,0,0,0,6
1,0,348988,2767208,198432,349140,0,0,0,0,702,271,24,1,75,0,0,0,5
1,0,348988,2086404,198440,349140,0,0,0,6,681,245,24,1,75,0,0,0,5
1,0,348988,1326628,198440,349140,0,0,0,2,679,236,24,1,75,0,0,0,6
1,0,348988,572464,198440,349140,0,0,0,0,692,270,24,1,75,0,0,0,6
1,0,348988,2275940,198448,349140,0,0,0,6,726,306,24,2,74,0,0,0,7
1,0,348988,1512520,198448,349140,0,0,0,2,688,235,24,1,75,0,0,0,5
1,0,348988,748796,198448,349140,0,0,0,0,672,239,24,1,75,0,0,0,6
1,0,348988,2455468,198456,349144,0,0,0,8,731,296,24,1,74,0,0,0,5
1,0,348988,1695684,198456,349144,0,0,0,2,475,249,24,1,75,0,0,0,5
1,0,348988,936524,198456,349144,0,0,0,0,428,249,24,1,75,0,0,0,6
1,0,348988,2646940,198464,349136,0,0,0,12,457,281,25,1,74,0,0,0,5
1,0,348988,1886412,198464,349148,0,0,0,2,426,247,24,1,75,0,0,0,5
1,0,348988,1124556,198464,349148,0,0,0,0,425,245,24,1,75,0,0,0,6
1,0,348988,2760312,198472,349140,0,0,0,6,458,284,24,1,74,0,0,0,5
1,0,348988,2073604,198472,349148,0,0,0,2,436,256,24,1,75,0,0,0,5
1,0,348988,1314320,198472,349148,0,0,0,0,425,223,24,2,75,0,0,0,7
1,0,348988,2943080,198480,349140,0,0,0,6,611,242,24,1,75,0,0,0,5
1,0,348476,2264172,198480,349156,858,0,862,2,1093,772,26,1,71,2,0,0,4
