runnable_processes,blocked_processes,swap_used,free_memory,buffer_memory,page_cache,swap_in,swap_out,blocks_in,blocks_out,interrupts,context_switches,user_cpu,system_cpu,idle_cpu,io_wait,steal_time,guest_time,Cluster
1,0,353340,2368768,193756,274628,0,0,0,6,426,239,24,2,75,0,0,0,7
1,0,353340,1608800,193756,274628,0,0,0,2,426,237,24,1,75,0,0,0,6
1,0,353340,843676,193756,274628,0,0,0,0,440,270,24,1,75,0,0,0,6
1,0,353340,2562792,193764,274628,10,0,10,8,512,369,24,1,74,0,0,0,5
1,0,353340,1802768,193764,274628,0,0,0,2,427,235,24,1,75,0,0,0,5
1,0,353340,1040736,193764,274628,0,0,0,0,420,240,24,1,75,0,0,0,6
1,0,353340,2766100,193772,274620,0,0,0,10,447,290,25,1,74,0,0,0,5
1,0,353340,2017312,193772,274628,2,0,2,2,429,247,24,1,75,0,0,0,5
1,0,353340,1267744,193772,274628,0,0,0,0,424,234,24,1,75,0,0,0,6
1,0,353340,2904140,193780,274632,0,0,0,10,461,287,24,1,74,0,0,0,5
1,0,353340,2223192,193780,274632,0,0,0,2,565,240,24,1,75,0,0,0,5
1,0,353340,1463416,193780,274632,0,0,0,0,651,245,24,1,75,0,0,0,6
1,0,353340,701136,193780,274632,0,0,0,0,661,235,24,2,75,0,0,0,7
1,0,353340,2415408,193788,274632,0,0,0,8,696,282,24,2,74,0,0,0,7
1,0,353340,1655392,193788,274632,0,0,0,0,665,232,24,1,75,0,0,0,5
1,0,353340,893100,193788,274632,0,0,0,0,669,231,24,1,75,0,0,0,6
1,0,353340,2612728,193788,274632,0,0,0,2,712,291,24,1,74,0,0,0,5
1,0,353340,1856796,193796,274636,0,0,0,6,695,283,24,1,75,0,0,0,5
1,0,353340,1103196,193796,274636,0,0,0,82,691,251,24,1,75,0,0,0,6
1,0,353340,2825704,193796,274636,0,0,0,2,720,306,24,1,74,0,0,0,5
1,0,353340,2069016,193804,274628,0,0,0,6,677,236,24,1,75,0,0,0,5
1,0,353340,1323544,193804,274636,0,0,0,0,678,249,24,1,75,0,0,0,6
1,0,353340,2965480,193804,274636,0,0,0,2,702,287,24,1,74,0,0,0,5
1,0,353340,2291732,193812,274636,0,0,0,6,681,249,24,1,75,0,0,0,5
1,0,353340,1540148,193812,274636,0,0,0,0,680,238,24,1,75,0,0,0,5
1,0,353340,782228,193812,274636,0,0,0,2,625,244,24,1,75,0,0,0,6
1,0,353340,2500716,193812,274636,0,0,0,0,447,271,24,1,74,0,0,0,5
1,0,353340,1743788,193820,274636,0,0,0,8,432,253,24,1,75,0,0,0,5
1,0,353340,990124,193820,274636,0,0,0,2,433,257,24,1,75,0,0,0,6
1,0,353340,2701856,193820,274636,0,0,0,2,448,278,24,2,74,0,0,0,7
1,0,353340,1945920,193828,274628,0,0,0,6,418,233,24,1,75,0,0,0,5
1,0,353340,1187920,193828,274636,0,0,0,2,424,250,24,1,75,0,0,0,6
1,0,353340,2835104,193828,274640,0,0,0,0,465,315,25,1,74,0,0,0,5
1,0,353340,2139632,193828,274640,0,0,0,0,438,272,24,1,75,0,0,0,5
1,0,353340,1381368,193844,274648,0,0,2,10,425,240,24,1,75,0,0,0,6
1,0,353340,3015568,193844,274648,0,0,0,0,445,272,24,1,74,0,0,0,5
1,0,353340,2342312,193844,274648,0,0,0,0,445,264,24,1,75,0,0,0,5
1,0,353340,1594824,193856,274648,0,0,0,18,431,250,24,1,75,0,0,0,6
1,0,353340,841288,193856,274648,0,0,0,0,421,246,24,1,75,0,0,0,6
1,0,353340,2561088,193856,274648,0,0,0,0,441,281,25,1,74,0,0,0,5
1,0,353340,1805408,193864,274640,0,0,0,16,427,249,24,1,75,0,0,0,5
1,0,353340,1043844,193864,274648,0,0,0,0,417,240,24,2,75,0,0,0,7
1,0,353340,2757172,193864,274648,0,0,0,0,485,275,24,2,74,0,0,0,7
1,0,353340,1996188,193864,274648,6,0,6,2,622,260,23,2,75,0,0,0,7
1,0,353340,1238376,193872,274648,0,0,0,6,645,229,24,1,75,0,0,0,6
1,0,353340,2872268,193872,274648,0,0,0,0,667,271,24,1,74,0,0,0,5
1,0,353340,2189324,193872,274648,0,0,0,2,665,242,24,1,75,0,0,0,5
1,0,353340,1431548,193872,274648,0,0,0,0,693,283,24,1,75,0,0,0,6
1,0,353340,3061912,193880,274648,0,0,0,6,695,274,24,1,75,0,0,0,5
1,0,353340,2384308,193880,274648,0,0,0,2,688,239,24,1,75,0,0,0,5
1,0,353340,1620436,193880,274648,0,0,0,0,676,241,24,1,75,0,0,0,5
1,0,353340,866900,193888,274648,0,0,0,6,689,255,24,1,75,0,0,0,6
1,0,353340,2589452,193888,274648,0,0,0,2,715,282,24,1,74,0,0,0,5
1,0,353340,1838124,193888,274648,0,0,0,0,679,242,24,1,75,0,0,0,5
1,0,353340,1084780,193888,274648,0,0,0,0,675,232,24,1,75,0,0,0,6
1,0,353340,2795448,193896,274648,0,0,0,8,708,279,24,2,74,0,0,0,7
1,0,353340,2034624,193896,274648,0,0,0,0,677,233,23,2,75,0,0,0,7
1,0,353340,1281020,193896,274648,0,0,0,0,636,267,24,1,75,0,0,0,6
1,0,353340,2916500,193896,274648,0,0,0,2,437,265,25,1,74,0,0,0,5
1,0,353340,2242268,193904,274648,0,0,0,8,423,245,24,1,75,0,0,0,5
2,0,353340,1487136,193904,274648,0,0,0,2,422,228,24,2,75,0,0,0,9
1,0,353340,731428,193904,274648,0,0,0,2,423,249,24,1,75,0,0,0,6
1,0,353340,2442528,193912,274652,0,0,0,6,468,321,24,1,74,0,0,0,5
1,0,353340,1682752,193912,274652,6,0,6,0,446,298,24,1,75,0,0,0,5
1,0,353340,925056,193912,274652,0,0,0,2,421,237,24,1,75,0,0,0,6
1,0,353340,2640104,193912,274652,0,0,0,0,441,272,24,1,74,0,0,0,5
2,0,353340,1888772,193920,274652,0,0,0,6,435,243,24,1,75,0,0,0,9
1,0,353340,1141284,193920,274652,0,0,0,2,428,244,24,1,75,0,0,0,6
1,0,353340,2835564,193920,274652,0,0,0,0,452,281,24,1,75,0,0,0,5
1,0,353340,2107548,193920,274652,0,0,0,0,422,235,24,2,75,0,0,0,7
1,0,353340,1353884,193928,274652,0,0,0,8,430,248,24,1,75,0,0,0,6
1,0,353340,2984620,193928,274652,0,0,0,0,450,288,24,1,75,0,0,0,5
1,0,353340,2303172,193928,274652,0,0,0,0,431,244,24,1,75,0,0,0,5
1,0,353340,1543396,193936,274644,0,0,0,8,431,246,23,2,75,0,0,0,7
1,0,353340,781604,193936,274652,0,0,0,0,480,227,24,1,75,0,0,0,6
1,0,353340,2492056,193936,274652,0,0,0,0,654,275,24,1,74,0,0,0,5
1,0,353340,1732784,193936,274652,0,0,0,2,655,236,24,2,75,0,0,0,7
1,0,353340,973008,193944,274652,0,0,0,6,677,283,24,1,75,0,0,0,6
1,0,353340,2684132,193944,274652,0,0,0,0,690,288,25,1,74,0,0,0,5
1,0,353340,1928444,193944,274652,0,0,0,2,671,235,24,2,75,0,0,0,7
1,0,353340,1166684,193944,274652,0,0,0,0,669,227,24,1,75,0,0,0,6
1,0,353340,2838300,193952,274736,2,0,42,6,704,293,25,1,74,0,0,0,5
1,0,353340,2134876,193952,274736,0,0,0,4,670,240,24,1,75,0,0,0,5
1,0,353340,1409628,193952,274736,0,0,0,0,637,244,24,1,75,0,0,0,6
2,0,353340,3058972,193964,274724,0,0,0,16,873,520,24,2,75,0,0,0,9
1,0,353340,2389560,193964,274740,0,0,0,2,747,348,24,1,74,0,0,0,5
1,0,353340,1650264,193964,274740,0,0,0,0,726,345,24,1,75,0,0,0,5
1,0,353340,888472,193972,274732,0,0,0,14,688,265,24,1,75,0,0,0,6
1,0,353340,2603232,193972,274740,0,0,0,2,715,280,25,1,75,0,0,0,5
1,0,353340,1844716,193972,274740,0,0,0,0,692,245,24,1,75,0,0,0,5
1,0,353340,1096236,193972,274740,0,0,0,0,493,237,24,1,75,0,0,0,6
1,0,353340,2815724,193980,274740,0,0,0,10,453,287,24,1,74,0,0,0,5
1,0,353340,2059036,193980,274740,0,0,0,0,437,269,24,1,75,0,0,0,5
1,0,353340,1305372,193980,274740,0,0,0,2,438,280,24,1,75,0,0,0,6
1,0,353340,2943620,193988,274740,0,0,0,8,455,275,25,1,74,0,0,0,5
1,0,353340,2265732,193988,274740,0,0,0,0,416,235,24,1,75,0,0,0,5
1,0,353340,1519504,193996,274732,0,0,0,10,430,247,24,1,75,0,0,0,6
1,0,353340,766912,193996,274740,0,0,0,4,424,251,24,1,75,0,0,0,6
1,0,353340,2490888,193996,274740,0,0,0,0,455,296,24,1,75,0,0,0,5
1,0,353340,1735208,194004,274732,0,0,0,6,423,239,24,1,75,0,0,0,5
1,0,353340,977512,194004,274740,0,0,0,2,424,238,24,1,75,0,0,0,6
1,0,353340,2692872,194004,274740,0,0,0,0,442,272,24,1,74,0,0,0,5
1,0,353340,1935112,194004,274740,0,0,0,0,433,248,24,1,75,0,0,0,5
1,0,353340,1175588,194012,274740,0,0,0,8,441,267,24,2,75,0,0,0,7
1,0,353340,2834792,194012,274740,0,0,0,0,443,265,25,1,74,0,0,0,5
1,0,353340,2123160,194012,274740,0,0,0,0,429,241,24,1,75,0,0,0,5
1,0,353340,1365148,194020,274732,0,0,0,8,429,232,24,1,75,0,0,0,6
1,0,353340,2997360,194020,274740,0,0,0,0,527,287,24,1,75,0,0,0,5
1,0,353340,2317960,194020,274740,0,0,0,0,638,277,24,1,75,0,0,0,5
1,0,353340,1558184,194028,274732,0,0,0,8,648,236,24,1,75,0,0,0,5
1,0,353340,796404,194028,274740,0,0,0,0,676,236,25,1,75,0,0,0,6
1,0,353340,2519004,194028,274740,0,0,0,0,687,289,24,1,74,0,0,0,5
1,0,353340,1775612,194028,274740,0,0,0,2,623,255,24,1,75,0,0,0,5
1,0,353340,1026108,194036,274740,0,0,0,6,650,242,24,1,75,0,0,0,6
1,0,353340,2741740,194036,274744,0,0,0,0,685,265,24,1,74,0,0,0,5
2,0,353340,1985052,194036,274744,0,0,0,2,663,235,24,1,75,0,0,0,9
1,0,353340,1223196,194044,274736,0,0,0,6,681,235,24,1,75,0,0,0,6
1,0,353340,2856516,194044,274744,0,0,0,0,696,287,24,1,75,0,0,0,5
1,0,353340,2180676,194044,274744,0,0,0,2,666,241,24,2,75,0,0,0,7
1,0,353340,1421152,194052,274744,0,0,0,6,665,239,24,1,75,0,0,0,6
1,0,353340,3051584,194052,274744,0,0,0,0,696,271,24,1,75,0,0,0,5
1,0,353340,2371932,194052,274744,0,0,0,2,684,241,24,1,75,0,0,0,5
1,0,353340,1616252,194060,274744,0,0,0,8,494,251,24,1,75,0,0,0,5
1,0,353340,862452,194060,274744,0,0,0,0,451,303,24,1,75,0,0,0,6
1,0,353340,2577556,194060,274744,0,0,0,2,447,268,25,1,74,0,0,0,5
1,0,353340,1821876,194068,274736,0,0,0,8,427,247,24,1,75,0,0,0,5
1,0,353340,1072372,194068,274744,0,0,0,0,437,255,24,1,75,0,0,0,6
1,0,353340,2803808,194068,274744,0,0,0,2,434,273,24,1,75,0,0,0,5
1,0,353340,2063452,194068,274744,0,0,0,0,427,252,24,1,75,0,0,0,5
1,0,353340,1313884,194076,274748,0,0,0,6,428,236,24,1,75,0,0,0,6
1,0,353340,2945000,194076,274748,0,0,0,4,448,276,24,2,74,0,0,0,7
1,0,353340,2264812,194076,274748,0,0,0,0,431,241,24,1,75,0,0,0,5
1,0,353340,1507116,194088,274748,0,0,0,16,429,246,24,1,75,0,0,0,6
1,0,353340,749356,194088,274748,0,0,0,2,422,238,24,1,75,0,0,0,6
1,0,353340,2460036,194088,274748,0,0,0,0,436,279,24,1,74,0,0,0,5
1,0,353340,1704356,194096,274740,0,0,0,14,420,236,24,1,75,0,0,0,5
1,0,353340,946660,194096,274748,0,0,0,2,437,245,24,1,75,0,0,0,6
1,0,353340,2661604,194096,274748,0,0,0,0,444,283,24,1,75,0,0,0,5
1,0,353340,1902076,194104,274748,0,0,0,6,438,269,24,1,75,0,0,0,5
1,0,353340,1139832,194104,274748,0,0,0,2,457,241,24,1,75,0,0,0,6
1,0,353340,2834632,194104,274748,0,0,0,0,619,268,24,1,75,0,0,0,5
1,0,353340,2106632,194112,274748,0,0,0,6,611,249,24,1,75,0,0,0,5
1,0,353340,1361360,194112,274748,0,0,0,2,656,247,24,1,75,0,0,0,6
1,0,353340,3002192,194112,274748,0,0,0,0,672,270,24,2,74,0,0,0,7
1,0,353340,2340740,194112,274748,0,0,0,0,639,240,24,1,75,0,0,0,5
1,0,353340,1581432,194120,274748,0,0,0,8,667,242,24,1,75,0,0,0,5
1,0,353340,821880,194120,274748,0,0,0,0,671,231,24,1,75,0,0,0,6
1,0,353340,2528204,194120,274748,0,0,0,0,704,296,24,2,74,0,0,0,7
1,0,353340,1772748,194128,274740,0,0,0,8,675,231,24,1,75,0,0,0,5
1,0,353340,1011004,194128,274748,0,0,0,0,680,242,24,1,75,0,0,0,6
1,0,353340,2722728,194128,274748,0,0,0,0,701,264,24,1,74,0,0,0,5
1,0,353340,1961712,194136,274740,0,0,0,8,683,243,24,2,75,0,0,0,7
1,0,353340,1204208,194136,274752,0,0,0,0,688,246,24,1,75,0,0,0,6
1,1,353340,2836168,194144,274740,0,0,58,14,761,373,25,1,71,3,0,0,5
1,1,353340,2131624,194548,319712,94,0,22706,4,1049,890,24,3,50,23,0,0,2
1,0,353340,1377752,194680,322600,0,0,1506,0,991,866,27,2,70,1,0,0,3
1,0,353340,643900,194688,322600,0,0,0,168,560,375,24,1,75,0,0,0,6
1,0,353340,2368748,194688,322600,0,0,0,2,453,288,24,1,75,0,0,0,5
1,0,353340,1621004,194688,322600,0,0,0,0,422,245,24,1,75,0,0,0,6
1,0,353340,871260,194696,322600,0,0,0,62,435,256,24,1,75,0,0,0,6
1,0,353340,2587792,194696,322600,0,0,0,2,441,281,24,2,74,0,0,0,7
1,0,353340,1831880,194696,322600,0,0,0,0,412,229,24,1,75,0,0,0,6
1,0,353340,1074568,194704,322600,0,0,0,6,422,247,24,1,75,0,0,0,6
1,0,353340,2768320,194704,322600,0,0,0,2,461,306,24,2,74,0,0,0,7
1,0,353340,2023664,194704,322600,0,0,0,0,421,232,24,2,75,0,0,0,7
1,1,353340,1269760,194712,322592,0,0,0,4,423,240,24,1,75,0,0,0,5
1,0,353340,2911052,194712,322600,0,0,0,4,449,290,24,2,74,0,0,0,7
1,0,353340,2231160,194712,322604,0,0,0,0,425,249,24,1,75,0,0,0,5
2,0,353340,1470896,194720,322596,0,0,0,6,435,263,24,1,75,0,0,0,9
1,0,353340,708108,194720,322604,0,0,0,2,423,237,24,1,75,0,0,0,6
1,0,353340,2416128,194720,322604,0,0,0,0,449,282,24,1,74,0,0,0,5
1,0,353340,1668148,194720,322604,0,0,0,0,430,244,24,1,75,0,0,0,6
1,0,353340,917888,194728,322604,0,0,0,8,500,245,24,1,75,0,0,0,6
1,0,353340,2641404,194728,322604,0,0,0,0,625,276,24,2,74,0,0,0,7
1,0,353340,1890336,194728,322604,0,0,0,0,646,237,24,1,75,0,0,0,5
1,0,353340,1130336,194736,322596,0,0,0,8,657,237,24,1,75,0,0,0,6
1,0,353340,2774564,194736,322604,0,0,0,0,690,276,25,1,74,0,0,0,5
1,0,353340,2085128,194736,322608,0,0,0,0,667,241,24,1,75,0,0,0,5
1,0,353340,1331796,194744,322612,0,0,0,20,676,252,24,2,75,0,0,0,7
1,0,353340,2968016,194744,322612,0,0,0,0,673,263,24,1,75,0,0,0,5
1,0,353340,2282172,194744,322612,0,0,0,0,675,235,24,1,75,0,0,0,5
1,0,353340,1522380,194752,322612,0,0,0,10,681,242,24,1,75,0,0,0,6
1,0,353340,760420,194752,322612,0,0,0,0,674,243,24,2,75,0,0,0,7
1,0,353340,2475236,194752,322612,0,0,0,0,724,339,24,1,74,0,0,0,5
1,0,353340,1715460,194760,322604,0,0,0,10,686,242,24,1,75,0,0,0,6
1,0,353340,953524,194760,322612,0,0,0,0,668,241,24,1,75,0,0,0,6
1,0,353340,2681784,194760,322612,0,0,0,0,530,287,25,1,74,0,0,0,5
1,0,353340,1933300,194760,322612,0,0,0,2,420,250,24,1,75,0,0,0,5
1,0,353340,1194996,194768,322612,0,0,0,8,424,239,24,1,75,0,0,0,6
1,0,353340,2860696,194768,322612,0,0,0,0,716,597,24,1,74,0,0,0,5
1,0,353340,2179252,194768,322612,0,0,0,2,427,240,24,1,75,0,0,0,5
1,0,353340,1419476,194776,322612,0,0,0,18,431,248,24,1,75,0,0,0,6
1,0,353340,661000,194776,322612,0,0,0,0,412,236,24,1,75,0,0,0,6
1,0,353340,2378080,194776,322612,0,0,0,2,439,279,24,2,74,0,0,0,7
1,0,353340,1617308,194784,322612,0,0,0,6,425,235,24,1,75,0,0,0,6
1,0,353340,858776,194784,322612,0,0,0,0,416,231,24,1,75,0,0,0,6
1,0,353340,2571008,194784,322612,0,0,0,2,448,267,25,1,74,0,0,0,5
1,0,353340,1810476,194792,322612,0,0,0,6,430,247,24,1,75,0,0,0,6
1,0,353340,1053548,194792,322612,0,0,0,0,434,271,24,1,75,0,0,0,6
1,0,353340,2757696,194792,322612,0,0,0,2,432,264,24,1,74,0,0,0,5
1,0,353340,2030940,194800,322612,0,0,0,6,568,410,24,1,75,0,0,0,5
1,0,353340,1287388,194800,322612,0,0,0,0,431,254,24,1,75,0,0,0,6
1,0,353340,2945296,194800,322612,0,0,0,2,462,301,24,1,74,0,0,0,5
1,0,353340,2257456,194800,322612,0,0,0,0,417,233,24,1,75,0,0,0,5
1,0,353340,1505872,194808,322612,0,0,0,6,429,237,24,1,75,0,0,0,6
1,0,353340,747872,194808,322612,0,0,0,2,494,237,24,1,75,0,0,0,6
1,0,353340,2459340,194808,322612,0,0,0,0,649,278,24,1,74,0,0,0,5
1,0,353340,1699564,194816,322604,0,0,0,6,646,248,24,1,75,0,0,0,6
1,0,353340,941316,194816,322612,0,0,0,2,665,242,24,1,75,0,0,0,6
1,0,353340,2654960,194816,322612,0,0,0,0,666,271,25,1,74,0,0,0,5
1,0,353340,1906688,194824,322604,0,0,0,6,614,234,24,2,75,0,0,0,7
1,0,353340,1153064,194824,322612,0,0,0,2,659,239,24,1,75,0,0,0,6
1,0,353340,2793252,194824,322612,0,0,0,0,677,275,24,1,75,0,0,0,5
1,0,353340,2109644,194832,322612,0,0,0,6,692,280,24,1,75,0,0,0,5
1,0,353340,1353712,194832,322612,0,0,0,2,672,235,24,1,75,0,0,0,6
1,0,353340,2993328,194832,322612,0,0,0,0,696,280,24,1,74,0,0,0,5
1,0,353340,2317520,194840,322616,0,0,0,6,693,256,24,1,75,0,0,0,5
1,0,353340,1565936,194840,322616,0,0,0,2,689,251,24,1,75,0,0,0,6
1,0,353340,819708,194840,322616,0,0,0,0,635,259,24,1,75,0,0,0,6
1,0,353340,2535972,194840,322620,0,0,0,0,441,272,24,1,74,0,0,0,5
1,0,353340,1779536,194848,322620,0,0,0,10,436,245,24,1,75,0,0,0,6
1,0,353340,1024864,194848,322620,0,0,0,0,419,244,24,1,75,0,0,0,6
1,0,353340,2737508,194848,322620,0,0,0,0,445,282,24,2,74,0,0,0,7
1,0,353340,1976724,194856,322620,0,0,0,10,436,254,24,1,75,0,0,0,5
1,0,353340,1218964,194856,322620,0,0,0,0,406,228,24,1,75,0,0,0,6
1,0,353340,2859576,194856,322624,0,0,0,0,442,281,24,1,75,0,0,0,5
1,0,353340,2176160,194864,322624,0,0,0,16,418,244,24,2,75,0,0,0,7
1,0,353340,1414620,194864,322624,0,0,0,0,417,248,24,1,75,0,0,0,6
1,0,353340,654844,194864,322624,0,0,0,0,442,279,24,1,75,0,0,0,6
1,0,353340,2364056,194872,322624,0,0,0,10,457,290,25,1,74,0,0,0,5
1,0,353340,1604280,194872,322624,0,0,0,0,425,241,24,1,75,0,0,0,6
1,0,353340,854712,194872,322624,0,0,0,0,426,252,24,1,75,0,0,0,6
1,0,353340,2576760,194880,322624,0,0,0,8,448,289,24,2,74,0,0,0,7
1,0,353340,1824924,194880,322624,0,0,0,0,423,241,24,1,75,0,0,0,6
1,0,353340,1073684,194880,322624,0,0,0,0,423,228,24,1,75,0,0,0,6
1,0,353340,2773740,194880,322624,0,0,0,2,527,275,24,1,74,0,0,0,5
1,0,353340,2021248,194888,322624,0,0,0,6,623,247,23,2,75,0,0,0,7
1,0,353340,1263488,194888,322624,0,0,0,0,650,243,24,1,75,0,0,0,6
1,0,353340,2899964,194888,322624,0,0,0,2,672,274,24,1,74,0,0,0,5
1,0,353340,2220564,194896,322624,0,0,0,12,677,238,24,1,75,0,0,0,5
1,0,353340,1465092,194896,322624,0,0,0,0,665,229,24,1,75,0,0,0,6
1,0,353340,701452,194896,322624,0,0,0,2,676,241,24,1,75,0,0,0,6
1,0,353340,2413316,194904,322624,0,0,0,6,693,287,24,2,74,0,0,0,7
1,0,353340,1651776,194904,322624,0,0,0,0,699,313,24,2,75,0,0,0,7
1,0,353340,892000,194904,322624,0,0,0,2,666,236,24,1,75,0,0,0,6
1,0,353340,2599188,194912,322616,0,0,0,6,702,269,24,1,74,0,0,0,5
1,0,353340,1851692,194912,322616,0,0,0,0,676,253,24,1,75,0,0,0,5
1,0,353340,1098124,194912,322624,0,0,0,2,681,250,24,1,75,0,0,0,6
1,0,353340,2770244,194920,322624,0,0,0,6,705,296,24,1,74,0,0,0,5
1,0,353340,2070916,194920,322624,0,0,0,0,673,239,24,1,75,0,0,0,5
1,0,353340,1313140,194920,322624,0,0,0,2,626,246,24,1,75,0,0,0,6
1,0,353340,2949820,194920,322624,0,0,0,0,438,272,25,1,74,0,0,0,5
1,0,353340,2268372,194928,322624,0,0,0,8,425,241,24,1,75,0,0,0,5
1,0,353340,1512692,194928,322624,0,0,0,2,420,240,24,1,75,0,0,0,6
1,0,353340,753168,194928,322624,0,0,0,0,422,229,24,1,75,0,0,0,6
1,0,353340,2487596,194936,322624,0,0,0,8,584,489,24,1,74,0,0,0,5
1,0,353340,1754996,194936,322624,0,0,0,2,533,373,24,1,75,0,0,0,5
1,0,353340,995456,194936,322624,0,0,0,0,407,238,24,1,75,0,0,0,6
1,0,353340,2709732,194944,322624,0,0,0,6,442,291,25,1,74,0,0,0,5
1,0,353340,1950960,194944,322624,0,0,0,2,385,207,24,1,75,0,0,0,5
1,0,353340,1191184,194944,322624,0,0,0,0,379,201,24,1,75,0,0,0,6
1,0,353340,2833228,194952,322616,0,0,0,6,420,264,25,1,74,0,0,0,5
1,0,353340,2164572,194952,322624,0,0,0,2,387,219,24,1,75,0,0,0,5
1,0,353340,1411224,194952,322624,0,0,0,0,381,206,24,1,75,0,0,0,6
1,0,353340,655544,194960,322624,0,0,0,6,386,209,24,2,75,0,0,0,7
1,0,353340,2360932,194960,322624,0,0,0,2,436,258,24,1,74,0,0,0,5
1,0,353340,1602916,194960,322624,0,0,0,0,393,217,24,1,75,0,0,0,6
1,0,353340,845156,194960,322624,0,0,0,0,395,226,24,2,75,0,0,0,7
1,0,353340,2560080,194968,322624,0,0,0,8,456,258,24,1,74,0,0,0,5
1,0,353340,1800296,194968,322624,0,0,0,0,544,215,24,1,75,0,0,0,5
1,0,353340,1042536,194968,322624,0,0,0,0,616,210,24,1,75,0,0,0,6
1,0,353340,2756928,194976,322628,0,0,0,8,642,245,24,1,74,0,0,0,5
1,0,353340,1996144,194976,322628,0,0,0,0,630,218,24,1,75,0,0,0,5
1,0,353340,1238384,194976,322628,0,0,0,0,643,262,23,2,75,0,0,0,7
1,0,353340,2873876,194984,322624,0,0,0,16,687,270,25,1,74,0,0,0,5
1,0,353340,2190384,194984,322632,0,0,0,0,623,205,24,1,75,0,0,0,5
1,0,353340,1438044,194984,322632,0,0,0,0,643,223,24,1,75,0,0,0,6
1,0,353340,685452,194992,322632,0,0,0,10,678,257,24,1,75,0,0,0,6
1,0,353340,2406548,194992,322632,0,0,0,0,659,262,24,1,74,0,0,0,5
1,0,353340,1650868,194992,322632,0,0,0,0,647,227,24,1,75,0,0,0,6
1,0,353340,897204,195000,322624,0,0,0,8,638,211,24,1,75,0,0,0,6
1,0,353340,2610672,195000,322632,0,0,0,0,683,275,24,1,75,0,0,0,5
1,0,353340,1849888,195000,322632,0,0,0,0,594,234,24,1,75,0,0,0,5
1,0,353340,1094460,195000,322632,0,0,0,2,402,232,25,1,75,0,0,0,6
1,0,353340,2767520,195008,322632,0,0,0,8,421,263,24,1,74,0,0,0,5
1,0,353340,2051540,195008,322632,0,0,0,0,382,205,24,1,75,0,0,0,5
1,0,353340,1296364,195008,322632,0,0,0,2,378,208,24,1,75,0,0,0,6
1,0,353340,2931996,195016,322636,0,0,0,14,416,262,24,1,75,0,0,0,5
1,0,353340,2242356,195016,322636,0,0,0,0,399,236,24,1,75,0,0,0,5
1,0,353340,1486676,195016,322636,0,0,0,2,381,204,24,1,75,0,0,0,6
1,0,353340,729612,195024,322636,0,0,0,6,386,214,24,1,75,0,0,0,6
1,0,353340,2454996,195024,322636,0,0,0,0,435,272,24,1,74,0,0,0,5
1,0,353340,1707508,195024,322636,0,0,0,2,389,218,24,1,75,0,0,0,6
1,0,353340,958364,195032,322636,0,0,0,6,386,210,24,1,75,0,0,0,6
1,0,353340,2674236,195032,322636,0,0,0,0,416,244,24,2,74,0,0,0,7
1,0,353340,1913212,195032,322636,0,0,0,2,385,211,24,1,75,0,0,0,5
1,0,353340,1158552,195040,322636,0,0,0,6,398,223,24,1,75,0,0,0,6
1,0,353340,2794248,195040,322636,0,0,0,0,423,273,24,1,74,0,0,0,5
1,0,353340,2106960,195040,322636,0,0,0,2,390,206,24,1,75,0,0,0,5
1,0,353340,1359708,195048,322632,0,0,0,6,431,219,24,1,75,0,0,0,6
2,0,353340,2996824,195048,322636,0,0,0,0,572,223,24,1,75,0,0,0,9
1,0,353340,2319180,195048,322636,0,0,0,2,631,247,25,1,74,0,0,0,5
1,0,353340,1559404,195056,322636,0,0,0,6,657,241,24,1,75,0,0,0,6
1,0,353084,805488,195072,322620,0,0,0,100,711,325,25,1,75,0,0,0,6
2,0,353084,2519620,195072,322636,0,0,0,2,666,257,24,1,75,0,0,0,9
1,0,353084,1763940,195072,322636,0,0,0,0,628,202,25,1,75,0,0,0,6
1,0,353084,1019364,195080,322628,0,0,0,6,630,225,24,1,75,0,0,0,6
1,0,353084,2741276,195080,322636,0,0,0,2,673,272,24,1,74,0,0,0,5
1,0,353084,1994292,195080,322636,0,0,0,0,647,224,24,1,75,0,0,0,5
1,0,353084,1242456,195088,322628,0,0,0,6,657,239,24,1,75,0,0,0,6
1,0,353084,2878176,195088,322636,0,0,0,2,671,256,24,1,74,0,0,0,5
1,0,353084,2194684,195088,322636,0,0,0,4,642,227,24,1,75,0,0,0,5
1,0,353084,1429048,195096,322636,0,0,0,6,641,217,24,1,75,0,0,0,6
1,0,353084,669272,195096,322636,0,0,0,2,652,222,24,2,75,0,0,0,7
1,0,353084,2382556,195096,322636,0,0,0,0,625,262,24,1,75,0,0,0,5
1,0,353084,1626876,195104,322628,0,0,0,8,378,210,24,1,75,0,0,0,6
1,0,353084,869036,195104,322636,0,0,0,2,375,203,24,1,75,0,0,0,6
1,0,353084,2588748,195104,322636,0,0,0,0,407,251,24,1,75,0,0,0,5
1,0,353084,1836348,195112,322628,0,0,0,8,436,275,24,1,75,0,0,0,6
1,0,353084,1079660,195112,322636,0,0,0,2,422,235,24,1,75,0,0,0,6
1,0,353084,2768772,195112,322636,0,0,0,0,431,260,24,1,74,0,0,0,5
1,0,353084,2032612,195112,322636,0,0,0,0,432,251,24,1,75,0,0,0,5
1,0,353084,1285376,195120,322640,0,0,0,10,426,249,24,1,75,0,0,0,6
1,0,353084,2940376,195120,322644,0,0,0,0,453,280,24,1,75,0,0,0,5
